transaction_id,user_id,timestamp,amount,status,payment_method,experiment_variant
txn_011818,user_02147,2024-05-04,51.17,success,card,fast_checkout
txn_011819,user_02147,2024-03-13,83.8,success,card,fast_checkout
txn_011820,user_02148,2024-03-13,50.57,success,wallet,fast_checkout
txn_011821,user_02148,2024-02-23,35.19,success,card,fast_checkout
txn_011822,user_02148,2024-05-09,31.91,success,card,fast_checkout
txn_011823,user_02148,2024-03-18,74.9,success,card,fast_checkout
txn_011824,user_02148,2024-04-10,135.54,success,card,fast_checkout
txn_011825,user_02148,2024-04-22,20.13,success,bank,fast_checkout
txn_011826,user_02149,2024-02-28,32.41,success,bank,fast_checkout
txn_011827,user_02149,2024-03-14,119.94,success,card,fast_checkout
txn_011828,user_02149,2024-04-28,18.77,success,wallet,fast_checkout
txn_011829,user_02149,2024-06-02,14.61,success,card,fast_checkout
txn_011830,user_02149,2024-06-10,39.28,success,card,fast_checkout
txn_011831,user_02150,2024-05-17,308.31,success,card,fast_checkout
txn_011832,user_02150,2024-04-09,1654.53,success,card,fast_checkout
txn_011833,user_02150,2024-03-08,325.57,success,wallet,fast_checkout
txn_011834,user_02150,2024-03-21,411.78,success,bank,fast_checkout
txn_011835,user_02150,2024-03-15,1075.35,success,card,fast_checkout
txn_011836,user_02150,2024-04-24,1388.6,success,wallet,fast_checkout
txn_011837,user_02150,2024-04-06,228.46,success,bank,fast_checkout
txn_011838,user_02150,2024-02-25,374.58,success,card,control
txn_011839,user_02151,2024-05-08,116.38,success,card,fast_checkout
txn_011840,user_02151,2024-02-12,22.9,success,bank,control
txn_011841,user_02151,2024-03-15,46.96,success,card,fast_checkout
txn_011842,user_02151,2024-05-24,12.92,success,bank,fast_checkout
txn_011843,user_02151,2024-03-07,71.47,success,card,fast_checkout
txn_011844,user_02151,2024-04-01,36.0,success,card,fast_checkout
txn_011845,user_02151,2024-04-18,31.08,success,card,fast_checkout
txn_011846,user_02152,2024-04-20,102.91,success,card,fast_checkout
txn_011847,user_02152,2024-03-10,83.49,success,card,fast_checkout
txn_011848,user_02152,2024-04-24,107.5,success,bank,fast_checkout
txn_011849,user_02152,2024-05-14,657.46,success,card,fast_checkout
txn_011850,user_02152,2024-02-02,84.9,success,card,fast_checkout
txn_011851,user_02152,2024-02-09,193.97,success,bank,control
txn_011852,user_02152,2024-04-07,184.41,success,bank,fast_checkout
txn_011853,user_02152,2024-05-03,57.04,success,card,fast_checkout
txn_011854,user_02153,2024-02-08,280.64,success,card,control
txn_011855,user_02153,2024-02-12,17.36,success,card,fast_checkout
txn_011856,user_02153,2024-02-12,33.94,success,card,control
txn_011857,user_02153,2024-06-03,142.72,success,card,fast_checkout
txn_011858,user_02153,2024-04-23,24.09,success,card,fast_checkout
txn_011859,user_02153,2024-03-09,33.35,success,card,fast_checkout
txn_011860,user_02153,2024-03-25,90.08,success,card,fast_checkout
txn_011861,user_02153,2024-03-09,34.04,success,card,fast_checkout
txn_011862,user_02154,2024-03-02,58.93,success,card,fast_checkout
txn_011863,user_02154,2024-06-03,21.28,failed,bank,fast_checkout
txn_011864,user_02154,2024-05-18,57.8,success,card,fast_checkout
txn_011865,user_02155,2024-04-09,23.6,success,card,fast_checkout
txn_011866,user_02155,2024-01-21,94.32,success,bank,control
txn_011867,user_02155,2024-03-17,43.75,success,card,fast_checkout
txn_011868,user_02155,2024-02-18,48.69,success,card,fast_checkout
txn_011869,user_02155,2024-04-17,131.01,success,bank,fast_checkout
txn_011870,user_02155,2024-01-13,11.41,success,card,control
txn_011871,user_02155,2024-02-16,25.43,success,card,fast_checkout
txn_011872,user_02156,2024-05-01,51.49,success,bank,fast_checkout
txn_011873,user_02156,2024-03-01,19.8,success,bank,fast_checkout
txn_011874,user_02156,2024-01-20,10.44,success,bank,control
txn_011875,user_02156,2024-02-11,26.21,success,card,control
txn_011876,user_02157,2024-06-02,61.89,success,card,fast_checkout
txn_011877,user_02157,2024-02-23,263.07,success,bank,fast_checkout
txn_011878,user_02157,2024-05-14,72.37,success,card,fast_checkout
txn_011879,user_02157,2024-04-13,130.85,success,card,fast_checkout
txn_011880,user_02158,2024-04-28,19.59,success,card,fast_checkout
txn_011881,user_02158,2024-05-21,22.94,success,card,fast_checkout
txn_011882,user_02158,2024-04-17,11.79,success,bank,fast_checkout
txn_011883,user_02158,2024-06-05,87.69,success,card,fast_checkout
txn_011884,user_02158,2024-03-20,44.14,success,card,fast_checkout
txn_011885,user_02158,2024-05-12,27.41,success,card,fast_checkout
txn_011886,user_02159,2024-03-13,17.74,success,wallet,fast_checkout
txn_011887,user_02159,2024-03-24,111.91,success,bank,fast_checkout
txn_011888,user_02159,2024-03-13,8.84,success,wallet,fast_checkout
txn_011889,user_02159,2024-06-11,79.93,success,card,fast_checkout
txn_011890,user_02159,2024-04-25,17.09,success,card,fast_checkout
txn_011891,user_02160,2024-04-05,69.54,success,card,fast_checkout
txn_011892,user_02160,2024-06-22,46.12,success,bank,fast_checkout
txn_011893,user_02160,2024-02-27,262.91,success,card,control
txn_011894,user_02160,2024-04-11,295.48,success,bank,fast_checkout
txn_011895,user_02160,2024-04-06,271.33,success,bank,fast_checkout
txn_011896,user_02160,2024-05-15,391.56,success,card,fast_checkout
txn_011897,user_02160,2024-06-12,150.27,success,card,fast_checkout
txn_011898,user_02160,2024-03-30,201.96,success,card,fast_checkout
txn_011899,user_02161,2024-06-11,32.5,failed,card,fast_checkout
txn_011900,user_02161,2024-03-25,75.31,success,card,fast_checkout
txn_011901,user_02161,2024-04-02,16.43,success,bank,fast_checkout
txn_011902,user_02161,2024-03-01,98.27,success,card,fast_checkout
txn_011903,user_02161,2024-02-28,19.5,failed,card,control
txn_011904,user_02162,2024-02-03,15.22,success,card,fast_checkout
txn_011905,user_02162,2024-02-08,96.06,success,card,control
txn_011906,user_02162,2024-04-11,17.58,success,card,fast_checkout
txn_011907,user_02162,2024-03-26,10.03,success,card,fast_checkout
txn_011908,user_02162,2024-02-22,61.46,success,card,control
txn_011909,user_02163,2024-03-06,30.94,failed,card,fast_checkout
txn_011910,user_02163,2024-03-26,124.7,success,card,fast_checkout
txn_011911,user_02163,2024-04-10,32.55,success,card,fast_checkout
txn_011912,user_02164,2024-05-22,125.1,success,card,fast_checkout
txn_011913,user_02164,2024-04-20,41.92,success,card,fast_checkout
txn_011914,user_02164,2024-02-28,30.31,success,card,control
txn_011915,user_02164,2024-06-05,58.67,success,card,fast_checkout
txn_011916,user_02164,2024-02-12,207.26,success,bank,fast_checkout
txn_011917,user_02164,2024-03-19,139.38,success,wallet,fast_checkout
txn_011918,user_02164,2024-03-06,169.28,success,wallet,fast_checkout
txn_011919,user_02164,2024-04-22,73.91,success,bank,fast_checkout
txn_011920,user_02165,2024-04-29,137.45,success,wallet,fast_checkout
txn_011921,user_02165,2024-02-02,47.04,success,bank,fast_checkout
txn_011922,user_02165,2024-02-08,16.89,success,bank,fast_checkout
txn_011923,user_02165,2024-02-23,157.75,success,card,fast_checkout
txn_011924,user_02165,2024-03-25,129.77,success,card,fast_checkout
txn_011925,user_02165,2024-03-26,27.66,success,card,fast_checkout
txn_011926,user_02165,2024-04-09,27.8,success,card,fast_checkout
txn_011927,user_02165,2024-02-27,89.79,success,card,control
txn_011928,user_02166,2024-03-22,42.06,success,card,fast_checkout
txn_011929,user_02166,2024-05-27,9.25,success,card,fast_checkout
txn_011930,user_02166,2024-02-28,53.36,success,card,control
txn_011931,user_02166,2024-02-24,375.63,success,card,control
txn_011932,user_02167,2024-06-10,11.09,success,card,fast_checkout
txn_011933,user_02167,2024-05-05,10.25,success,card,fast_checkout
txn_011934,user_02167,2024-04-04,45.18,success,bank,fast_checkout
txn_011935,user_02167,2024-02-25,82.34,success,card,fast_checkout
txn_011936,user_02167,2024-05-05,20.2,success,bank,fast_checkout
txn_011937,user_02167,2024-04-27,25.87,success,card,fast_checkout
txn_011938,user_02167,2024-03-22,8.86,success,card,fast_checkout
txn_011939,user_02167,2024-03-31,7.45,success,card,fast_checkout
txn_011940,user_02168,2024-04-07,132.3,success,wallet,fast_checkout
txn_011941,user_02168,2024-03-21,102.64,success,card,fast_checkout
txn_011942,user_02168,2024-03-04,500.26,success,card,fast_checkout
txn_011943,user_02168,2024-05-03,48.11,success,card,fast_checkout
txn_011944,user_02168,2024-03-25,296.08,success,card,fast_checkout
txn_011945,user_02169,2024-04-05,53.1,success,bank,fast_checkout
txn_011946,user_02169,2024-03-16,35.34,success,card,fast_checkout
txn_011947,user_02169,2024-05-26,7.74,success,card,fast_checkout
txn_011948,user_02169,2024-04-12,47.11,success,card,fast_checkout
txn_011949,user_02169,2024-05-10,36.39,success,card,fast_checkout
txn_011950,user_02169,2024-04-19,20.41,success,card,fast_checkout
txn_011951,user_02170,2024-02-21,26.93,success,card,fast_checkout
txn_011952,user_02170,2024-03-12,76.92,success,bank,fast_checkout
txn_011953,user_02170,2024-05-15,107.18,success,card,fast_checkout
txn_011954,user_02170,2024-03-05,92.13,success,card,fast_checkout
txn_011955,user_02170,2024-02-24,84.5,success,bank,fast_checkout
txn_011956,user_02170,2024-04-21,167.98,success,card,fast_checkout
txn_011957,user_02171,2024-05-02,10.59,success,card,fast_checkout
txn_011958,user_02171,2024-03-16,10.2,success,card,fast_checkout
txn_011959,user_02171,2024-02-06,21.77,success,bank,fast_checkout
txn_011960,user_02171,2024-04-24,60.26,success,card,fast_checkout
txn_011961,user_02172,2024-02-07,115.84,success,card,control
txn_011962,user_02172,2024-01-19,123.18,success,card,control
txn_011963,user_02172,2024-02-05,207.97,success,card,fast_checkout
txn_011964,user_02172,2024-04-04,81.8,success,card,fast_checkout
txn_011965,user_02172,2024-02-06,109.42,success,card,control
txn_011966,user_02172,2024-01-24,899.74,success,card,control
txn_011967,user_02172,2024-05-01,198.22,success,card,fast_checkout
txn_011968,user_02173,2024-02-18,255.42,success,bank,fast_checkout
txn_011969,user_02173,2024-05-13,53.21,success,card,fast_checkout
txn_011970,user_02173,2024-04-02,145.67,success,card,fast_checkout
txn_011971,user_02173,2024-04-22,69.1,success,bank,fast_checkout
txn_011972,user_02173,2024-06-03,91.27,success,bank,fast_checkout
txn_011973,user_02174,2024-04-30,707.08,success,bank,fast_checkout
txn_011974,user_02174,2024-04-18,1282.79,success,bank,fast_checkout
txn_011975,user_02174,2024-02-25,435.53,success,bank,fast_checkout
txn_011976,user_02174,2024-01-24,1008.48,success,card,control
txn_011977,user_02174,2024-03-23,769.57,success,card,fast_checkout
txn_011978,user_02174,2024-03-02,694.63,success,bank,fast_checkout
txn_011979,user_02174,2024-01-25,1088.53,failed,card,control
txn_011980,user_02175,2024-04-06,36.57,success,card,fast_checkout
txn_011981,user_02175,2024-01-22,20.94,success,bank,control
txn_011982,user_02175,2024-03-17,10.84,success,card,fast_checkout
txn_011983,user_02175,2024-01-22,41.05,success,card,control
txn_011984,user_02176,2024-01-21,31.72,success,card,control
txn_011985,user_02176,2024-05-11,24.2,success,card,fast_checkout
txn_011986,user_02176,2024-04-11,119.95,success,card,fast_checkout
txn_011987,user_02176,2024-03-07,48.2,success,card,fast_checkout
txn_011988,user_02177,2024-02-12,11.44,success,card,fast_checkout
txn_011989,user_02177,2024-03-08,68.99,success,bank,fast_checkout
txn_011990,user_02177,2024-03-05,30.79,success,card,fast_checkout
txn_011991,user_02177,2024-03-04,46.49,success,card,fast_checkout
txn_011992,user_02177,2024-03-29,26.88,success,bank,fast_checkout
txn_011993,user_02177,2024-05-17,49.17,success,card,fast_checkout
txn_011994,user_02177,2024-04-08,16.63,success,card,fast_checkout
txn_011995,user_02177,2024-05-23,16.7,success,card,fast_checkout
txn_011996,user_02178,2024-03-25,260.92,success,wallet,fast_checkout
txn_011997,user_02178,2024-04-23,124.48,success,wallet,fast_checkout
txn_011998,user_02178,2024-02-04,526.52,success,bank,fast_checkout
txn_011999,user_02178,2024-05-06,165.44,success,card,fast_checkout
txn_012000,user_02178,2024-04-18,183.6,success,wallet,fast_checkout
txn_012001,user_02179,2024-05-22,50.25,success,card,fast_checkout
txn_012002,user_02179,2024-03-18,17.16,success,card,fast_checkout
txn_012003,user_02179,2024-03-31,30.19,success,card,fast_checkout
txn_012004,user_02179,2024-05-30,7.96,success,card,fast_checkout
txn_012005,user_02179,2024-04-28,21.14,success,bank,fast_checkout
txn_012006,user_02179,2024-02-29,28.29,success,card,fast_checkout
txn_012007,user_02180,2024-04-29,16.96,success,card,fast_checkout
txn_012008,user_02180,2024-03-04,99.94,success,card,fast_checkout
txn_012009,user_02180,2024-04-08,44.44,success,card,fast_checkout
txn_012010,user_02180,2024-03-25,58.62,success,card,fast_checkout
txn_012011,user_02180,2024-04-08,16.65,failed,card,fast_checkout
txn_012012,user_02180,2024-02-15,21.42,success,card,control
txn_012013,user_02180,2024-04-13,36.24,success,card,fast_checkout
txn_012014,user_02180,2024-03-30,13.07,success,card,fast_checkout
txn_012015,user_02181,2024-05-20,164.63,success,bank,fast_checkout
txn_012016,user_02181,2024-05-21,92.45,success,wallet,fast_checkout
txn_012017,user_02181,2024-04-09,65.19,success,bank,fast_checkout
txn_012018,user_02181,2024-04-14,118.97,success,card,fast_checkout
txn_012019,user_02182,2024-01-23,10.67,success,card,control
txn_012020,user_02182,2024-01-28,45.16,success,bank,control
txn_012021,user_02182,2024-04-26,9.84,success,card,fast_checkout
txn_012022,user_02182,2024-03-13,44.43,success,wallet,fast_checkout
txn_012023,user_02182,2024-05-08,115.61,success,card,fast_checkout
txn_012024,user_02182,2024-03-14,20.76,success,bank,fast_checkout
txn_012025,user_02182,2024-01-25,9.23,success,card,control
txn_012026,user_02183,2024-05-24,57.47,success,card,fast_checkout
txn_012027,user_02183,2024-02-24,44.67,success,card,fast_checkout
txn_012028,user_02183,2024-04-09,36.95,success,bank,fast_checkout
txn_012029,user_02184,2024-03-06,19.86,success,card,fast_checkout
txn_012030,user_02184,2024-03-13,45.96,failed,card,fast_checkout
txn_012031,user_02184,2024-04-26,49.11,success,bank,fast_checkout
txn_012032,user_02184,2024-03-01,24.37,success,card,fast_checkout
txn_012033,user_02184,2024-03-15,15.76,success,card,fast_checkout
txn_012034,user_02185,2024-03-31,32.32,success,card,fast_checkout
txn_012035,user_02185,2024-05-10,28.06,success,card,fast_checkout
txn_012036,user_02185,2024-04-13,28.63,success,card,fast_checkout
txn_012037,user_02185,2024-03-10,39.0,success,card,fast_checkout
txn_012038,user_02185,2024-03-03,75.29,success,card,fast_checkout
txn_012039,user_02186,2024-03-09,87.82,success,card,fast_checkout
txn_012040,user_02186,2024-05-24,39.64,success,card,fast_checkout
txn_012041,user_02186,2024-02-13,174.79,success,card,fast_checkout
txn_012042,user_02186,2024-04-01,349.58,success,card,fast_checkout
txn_012043,user_02187,2024-03-29,5.67,success,card,fast_checkout
txn_012044,user_02187,2024-02-18,10.51,success,bank,control
txn_012045,user_02187,2024-02-01,21.28,success,card,fast_checkout
txn_012046,user_02187,2024-03-30,17.28,success,card,fast_checkout
txn_012047,user_02187,2024-02-08,32.04,success,bank,fast_checkout
txn_012048,user_02188,2024-02-16,11.23,success,wallet,control
txn_012049,user_02188,2024-03-23,19.32,disputed,card,fast_checkout
txn_012050,user_02188,2024-05-13,134.14,success,card,fast_checkout
txn_012051,user_02188,2024-05-28,172.97,disputed,bank,fast_checkout
txn_012052,user_02189,2024-05-16,18.55,success,wallet,fast_checkout
txn_012053,user_02189,2024-03-29,32.12,success,wallet,fast_checkout
txn_012054,user_02189,2024-02-01,33.09,success,card,fast_checkout
txn_012055,user_02189,2024-04-21,60.25,success,card,fast_checkout
txn_012056,user_02189,2024-04-04,25.46,success,card,fast_checkout
txn_012057,user_02189,2024-03-22,103.44,success,card,fast_checkout
txn_012058,user_02190,2024-04-19,6.74,failed,bank,fast_checkout
txn_012059,user_02190,2024-03-29,51.05,failed,card,fast_checkout
txn_012060,user_02190,2024-03-31,38.46,success,card,fast_checkout
txn_012061,user_02191,2024-06-12,19.65,success,card,fast_checkout
txn_012062,user_02191,2024-03-04,102.91,success,wallet,fast_checkout
txn_012063,user_02191,2024-04-26,109.64,success,wallet,fast_checkout
txn_012064,user_02191,2024-05-17,60.98,success,card,fast_checkout
txn_012065,user_02191,2024-06-10,33.48,success,card,fast_checkout
txn_012066,user_02191,2024-06-15,36.33,success,bank,fast_checkout
txn_012067,user_02191,2024-05-10,34.7,success,bank,fast_checkout
txn_012068,user_02192,2024-01-29,40.38,success,card,control
txn_012069,user_02192,2024-04-18,55.78,success,card,fast_checkout
txn_012070,user_02192,2024-02-06,24.94,success,card,fast_checkout
txn_012071,user_02192,2024-03-07,30.96,success,card,fast_checkout
txn_012072,user_02192,2024-03-21,23.94,success,card,fast_checkout
txn_012073,user_02192,2024-04-26,58.41,success,card,fast_checkout
txn_012074,user_02192,2024-04-18,26.63,success,card,fast_checkout
txn_012075,user_02192,2024-05-04,95.0,success,bank,fast_checkout
txn_012076,user_02193,2024-05-04,15.9,success,card,fast_checkout
txn_012077,user_02193,2024-04-28,44.51,success,card,fast_checkout
txn_012078,user_02193,2024-04-10,15.49,success,card,fast_checkout
txn_012079,user_02193,2024-02-27,33.29,success,bank,fast_checkout
txn_012080,user_02194,2024-04-25,16.75,success,card,fast_checkout
txn_012081,user_02194,2024-04-03,30.68,failed,wallet,fast_checkout
txn_012082,user_02194,2024-02-12,11.24,disputed,card,fast_checkout
txn_012083,user_02194,2024-05-25,4.45,success,card,fast_checkout
txn_012084,user_02195,2024-03-13,17.01,failed,bank,fast_checkout
txn_012085,user_02195,2024-04-17,47.24,failed,card,fast_checkout
txn_012086,user_02195,2024-03-09,13.95,success,card,fast_checkout
txn_012087,user_02195,2024-04-24,12.5,success,bank,fast_checkout
txn_012088,user_02195,2024-04-20,104.39,success,card,fast_checkout
txn_012089,user_02195,2024-04-27,8.46,success,wallet,fast_checkout
txn_012090,user_02195,2024-03-02,139.05,success,wallet,fast_checkout
txn_012091,user_02195,2024-05-08,13.67,success,card,fast_checkout
txn_012092,user_02196,2024-03-21,28.9,success,card,fast_checkout
txn_012093,user_02196,2024-04-27,2.74,success,card,fast_checkout
txn_012094,user_02196,2024-03-15,15.68,success,bank,fast_checkout
txn_012095,user_02196,2024-02-27,64.1,success,card,fast_checkout
txn_012096,user_02196,2024-05-03,87.81,success,card,fast_checkout
txn_012097,user_02196,2024-03-06,15.36,success,card,fast_checkout
txn_012098,user_02196,2024-01-12,47.89,success,card,control
txn_012099,user_02197,2024-04-24,170.89,failed,card,fast_checkout
txn_012100,user_02197,2024-02-03,138.14,success,bank,control
txn_012101,user_02197,2024-03-06,347.99,success,card,fast_checkout
txn_012102,user_02197,2024-04-01,116.03,success,card,fast_checkout
txn_012103,user_02197,2024-01-31,65.36,success,wallet,control
txn_012104,user_02197,2024-04-13,116.14,failed,card,fast_checkout
txn_012105,user_02197,2024-04-01,405.34,success,card,fast_checkout
txn_012106,user_02197,2024-01-24,317.03,success,card,control
txn_012107,user_02198,2024-04-20,65.03,success,bank,fast_checkout
txn_012108,user_02198,2024-05-14,102.43,success,card,fast_checkout
txn_012109,user_02198,2024-03-04,45.92,success,card,fast_checkout
txn_012110,user_02198,2024-02-18,295.17,success,card,control
txn_012111,user_02198,2024-05-01,391.79,success,card,fast_checkout
txn_012112,user_02199,2024-02-06,295.48,success,card,fast_checkout
txn_012113,user_02199,2024-02-20,44.19,success,card,fast_checkout
txn_012114,user_02199,2024-03-14,275.99,success,card,fast_checkout
txn_012115,user_02199,2024-01-29,248.0,success,card,control
txn_012116,user_02199,2024-04-14,204.81,success,card,fast_checkout
txn_012117,user_02200,2024-04-21,124.19,success,card,fast_checkout
txn_012118,user_02200,2024-05-05,38.66,success,card,fast_checkout
txn_012119,user_02200,2024-02-20,19.74,success,bank,fast_checkout
txn_012120,user_02201,2024-05-11,68.86,success,card,fast_checkout
txn_012121,user_02201,2024-05-31,75.25,success,card,fast_checkout
txn_012122,user_02201,2024-04-24,48.89,success,card,fast_checkout
txn_012123,user_02201,2024-02-13,41.96,failed,card,control
txn_012124,user_02202,2024-03-18,18.9,success,card,fast_checkout
txn_012125,user_02202,2024-02-27,25.68,success,card,fast_checkout
txn_012126,user_02202,2024-02-16,20.53,success,card,fast_checkout
txn_012127,user_02202,2024-02-29,108.28,success,card,fast_checkout
txn_012128,user_02202,2024-04-08,13.37,success,card,fast_checkout
txn_012129,user_02202,2024-05-30,33.91,success,card,fast_checkout
txn_012130,user_02202,2024-02-11,12.9,success,card,control
txn_012131,user_02202,2024-03-31,15.98,success,card,fast_checkout
txn_012132,user_02203,2024-05-28,48.07,success,card,fast_checkout
txn_012133,user_02203,2024-04-27,34.22,success,card,fast_checkout
txn_012134,user_02203,2024-03-01,90.69,success,wallet,fast_checkout
txn_012135,user_02203,2024-05-05,11.98,success,card,fast_checkout
txn_012136,user_02203,2024-04-23,30.4,success,card,fast_checkout
txn_012137,user_02203,2024-02-12,8.93,success,bank,control
txn_012138,user_02203,2024-04-23,9.74,success,card,fast_checkout
txn_012139,user_02203,2024-02-18,32.96,success,card,control
txn_012140,user_02204,2024-03-29,35.58,success,bank,fast_checkout
txn_012141,user_02204,2024-03-31,75.27,success,card,fast_checkout
txn_012142,user_02204,2024-04-18,36.39,success,card,fast_checkout
txn_012143,user_02205,2024-04-06,14.47,disputed,card,fast_checkout
txn_012144,user_02205,2024-03-21,33.41,success,card,fast_checkout
txn_012145,user_02205,2024-06-04,19.59,success,card,fast_checkout
txn_012146,user_02205,2024-06-26,39.73,success,card,fast_checkout
txn_012147,user_02205,2024-06-09,35.95,success,bank,fast_checkout
txn_012148,user_02205,2024-03-06,67.55,success,card,fast_checkout
txn_012149,user_02205,2024-06-24,41.08,success,card,fast_checkout
txn_012150,user_02205,2024-03-08,82.94,success,card,fast_checkout
txn_012151,user_02206,2024-01-18,274.12,success,wallet,control
txn_012152,user_02206,2024-04-15,1587.1,success,card,fast_checkout
txn_012153,user_02206,2024-05-08,1041.9,success,card,fast_checkout
txn_012154,user_02206,2024-03-05,694.0,success,card,fast_checkout
txn_012155,user_02206,2024-03-07,553.06,success,card,fast_checkout
txn_012156,user_02206,2024-03-14,559.64,success,card,fast_checkout
txn_012157,user_02207,2024-05-17,16.85,success,card,fast_checkout
txn_012158,user_02207,2024-03-20,20.68,success,card,fast_checkout
txn_012159,user_02207,2024-05-12,19.47,success,card,fast_checkout
txn_012160,user_02207,2024-05-02,36.74,success,card,fast_checkout
txn_012161,user_02208,2024-04-02,14.28,success,card,fast_checkout
txn_012162,user_02208,2024-03-20,57.89,success,wallet,fast_checkout
txn_012163,user_02208,2024-03-31,10.96,success,card,fast_checkout
txn_012164,user_02208,2024-03-04,80.4,success,card,fast_checkout
txn_012165,user_02208,2024-02-09,13.97,failed,bank,fast_checkout
txn_012166,user_02208,2024-04-26,22.65,success,wallet,fast_checkout
txn_012167,user_02208,2024-03-06,19.81,success,card,fast_checkout
txn_012168,user_02208,2024-03-12,10.32,success,card,fast_checkout
txn_012169,user_02209,2024-02-19,85.45,success,bank,fast_checkout
txn_012170,user_02209,2024-04-11,41.85,success,card,fast_checkout
txn_012171,user_02209,2024-04-14,262.66,success,bank,fast_checkout
txn_012172,user_02209,2024-03-19,80.67,success,card,fast_checkout
txn_012173,user_02209,2024-03-19,136.23,success,card,fast_checkout
txn_012174,user_02209,2024-04-10,354.97,success,card,fast_checkout
txn_012175,user_02209,2024-05-19,103.94,success,card,fast_checkout
txn_012176,user_02210,2024-04-15,15.82,success,wallet,fast_checkout
txn_012177,user_02210,2024-03-30,38.11,success,card,fast_checkout
txn_012178,user_02210,2024-03-04,37.03,success,card,fast_checkout
txn_012179,user_02211,2024-02-16,319.73,failed,wallet,fast_checkout
txn_012180,user_02211,2024-02-22,99.75,success,bank,fast_checkout
txn_012181,user_02211,2024-04-06,216.5,success,card,fast_checkout
txn_012182,user_02211,2024-04-09,221.18,success,card,fast_checkout
txn_012183,user_02211,2024-01-05,190.09,success,wallet,control
txn_012184,user_02211,2024-04-12,50.51,success,card,fast_checkout
txn_012185,user_02212,2024-05-07,302.93,success,card,fast_checkout
txn_012186,user_02212,2024-03-20,386.16,failed,card,fast_checkout
txn_012187,user_02212,2024-05-14,73.81,success,card,fast_checkout
txn_012188,user_02212,2024-03-26,143.72,success,card,fast_checkout
txn_012189,user_02213,2024-05-06,130.38,success,card,fast_checkout
txn_012190,user_02213,2024-03-02,195.85,success,card,fast_checkout
txn_012191,user_02213,2024-05-07,104.19,success,wallet,fast_checkout
txn_012192,user_02213,2024-04-03,307.69,success,card,fast_checkout
txn_012193,user_02213,2024-05-02,106.08,success,wallet,fast_checkout
txn_012194,user_02213,2024-02-23,282.64,success,card,control
txn_012195,user_02213,2024-04-01,172.28,success,card,fast_checkout
txn_012196,user_02214,2024-05-22,19.05,success,card,fast_checkout
txn_012197,user_02214,2024-05-25,45.33,success,card,fast_checkout
txn_012198,user_02214,2024-04-20,10.99,success,card,fast_checkout
txn_012199,user_02214,2024-02-17,34.49,success,card,control
txn_012200,user_02214,2024-04-17,284.85,success,card,fast_checkout
txn_012201,user_02214,2024-04-11,80.91,success,card,fast_checkout
txn_012202,user_02215,2024-05-24,28.09,success,card,fast_checkout
txn_012203,user_02215,2024-05-27,51.52,success,wallet,fast_checkout
txn_012204,user_02215,2024-04-10,12.83,success,bank,fast_checkout
txn_012205,user_02215,2024-02-27,37.58,success,card,fast_checkout
txn_012206,user_02215,2024-05-26,128.64,success,card,fast_checkout
txn_012207,user_02215,2024-03-25,96.89,success,wallet,fast_checkout
txn_012208,user_02216,2024-01-20,22.48,success,card,control
txn_012209,user_02216,2024-01-28,79.84,success,card,control
txn_012210,user_02216,2024-01-19,80.09,failed,card,control
txn_012211,user_02216,2024-03-22,65.53,success,card,fast_checkout
txn_012212,user_02216,2024-03-12,6.89,success,card,fast_checkout
txn_012213,user_02216,2024-01-18,120.57,success,card,control
txn_012214,user_02217,2024-04-07,20.68,success,card,fast_checkout
txn_012215,user_02217,2024-03-04,17.16,success,card,fast_checkout
txn_012216,user_02217,2024-04-21,39.76,success,card,fast_checkout
txn_012217,user_02217,2024-04-11,52.56,success,wallet,fast_checkout
txn_012218,user_02217,2024-03-27,166.78,success,card,fast_checkout
txn_012219,user_02217,2024-03-10,27.63,success,card,fast_checkout
txn_012220,user_02217,2024-05-20,15.73,success,card,fast_checkout
txn_012221,user_02217,2024-03-11,69.52,success,card,fast_checkout
txn_012222,user_02218,2024-02-18,31.95,success,card,control
txn_012223,user_02218,2024-02-23,46.0,success,card,fast_checkout
txn_012224,user_02218,2024-04-08,168.81,success,card,fast_checkout
txn_012225,user_02219,2024-02-13,43.26,success,card,control
txn_012226,user_02219,2024-05-07,23.26,success,wallet,fast_checkout
txn_012227,user_02219,2024-02-23,39.92,success,card,control
txn_012228,user_02219,2024-03-24,54.95,success,card,fast_checkout
txn_012229,user_02219,2024-03-05,73.41,success,card,fast_checkout
txn_012230,user_02219,2024-02-26,21.58,failed,card,control
txn_012231,user_02219,2024-01-22,4.47,success,card,control
txn_012232,user_02220,2024-05-08,35.33,success,card,fast_checkout
txn_012233,user_02220,2024-01-26,113.15,success,card,control
txn_012234,user_02220,2024-02-16,17.68,success,card,control
txn_012235,user_02220,2024-05-18,24.95,success,card,fast_checkout
txn_012236,user_02220,2024-03-26,52.36,success,card,fast_checkout
txn_012237,user_02220,2024-02-25,51.61,success,bank,fast_checkout
txn_012238,user_02220,2024-03-24,39.21,success,card,fast_checkout
txn_012239,user_02221,2024-03-21,99.8,success,card,fast_checkout
txn_012240,user_02221,2024-04-30,127.03,success,bank,fast_checkout
txn_012241,user_02221,2024-05-02,19.89,success,bank,fast_checkout
txn_012242,user_02221,2024-01-19,12.21,success,bank,control
txn_012243,user_02221,2024-04-16,84.22,success,card,fast_checkout
