refund_id,transaction_id,timestamp,refund_amount,reason
ref_00494,txn_013300,2024-05-15,157.8,charged_twice
ref_00495,txn_013315,2024-05-31,148.62,buyer_remorse
ref_00496,txn_013458,2024-05-10,284.03,charged_twice
ref_00497,txn_013535,2024-02-09,12.13,unauthorized
ref_00498,txn_013581,2024-04-12,24.68,unauthorized
ref_00499,txn_013622,2024-05-21,21.0,unauthorized
ref_00500,txn_013726,2024-05-18,28.52,charged_twice
ref_00501,txn_013735,2024-04-14,111.58,buyer_remorse
ref_00502,txn_013741,2024-02-19,25.35,unauthorized
ref_00503,txn_013758,2024-02-18,108.74,unauthorized
ref_00504,txn_013762,2024-02-03,52.46,fraud
ref_00505,txn_013784,2024-03-17,91.15,fraud
ref_00506,txn_013847,2024-03-28,11.85,fraud
ref_00507,txn_013848,2024-02-26,49.77,fraud
ref_00508,txn_013870,2024-05-20,102.69,unauthorized
ref_00509,txn_013881,2024-03-17,560.23,buyer_remorse
ref_00510,txn_013891,2024-01-31,10.84,fraud
ref_00511,txn_013921,2024-05-07,31.43,fraud
ref_00512,txn_013926,2024-05-09,8.24,fraud
ref_00513,txn_013930,2024-02-05,94.36,buyer_remorse
ref_00514,txn_013946,2024-06-10,51.5,fraud
ref_00515,txn_013955,2024-04-26,30.57,charged_twice
ref_00516,txn_013992,2024-02-06,26.38,fraud
ref_00517,txn_013993,2024-01-16,8.16,charged_twice
ref_00518,txn_014017,2024-06-09,115.52,buyer_remorse
ref_00519,txn_014030,2024-04-18,260.27,unauthorized
ref_00520,txn_014037,2024-03-15,54.42,buyer_remorse
ref_00521,txn_014046,2024-03-24,163.06,fraud
ref_00522,txn_014096,2024-05-31,32.26,fraud
ref_00523,txn_014097,2024-02-12,92.91,fraud
ref_00524,txn_014167,2024-04-04,14.36,fraud
ref_00525,txn_014169,2024-03-20,48.46,buyer_remorse
ref_00526,txn_014188,2024-03-11,292.87,fraud
ref_00527,txn_014232,2024-04-06,80.8,fraud
ref_00528,txn_014262,2024-03-23,40.67,unauthorized
ref_00529,txn_014265,2024-02-24,16.34,unauthorized
ref_00530,txn_014268,2024-04-18,53.08,fraud
ref_00531,txn_014330,2024-05-01,99.42,charged_twice
ref_00532,txn_014361,2024-04-18,7.71,buyer_remorse
ref_00533,txn_014366,2024-03-20,26.44,unauthorized
ref_00534,txn_014407,2024-05-12,25.17,fraud
ref_00535,txn_014426,2024-03-02,105.42,fraud
ref_00536,txn_014428,2024-02-26,76.75,charged_twice
ref_00537,txn_014492,2024-03-20,40.22,unauthorized
ref_00538,txn_014501,2024-04-06,28.58,fraud
ref_00539,txn_014517,2024-05-31,115.27,buyer_remorse
ref_00540,txn_014566,2024-02-29,410.82,fraud
ref_00541,txn_014593,2024-03-04,38.82,fraud
ref_00542,txn_014624,2024-04-14,28.52,fraud
ref_00543,txn_014687,2024-03-26,82.45,fraud
ref_00544,txn_014717,2024-06-09,127.44,unauthorized
ref_00545,txn_014734,2024-01-31,171.69,fraud
ref_00546,txn_014745,2024-05-05,19.51,unauthorized
ref_00547,txn_014779,2024-02-25,171.56,fraud
ref_00548,txn_014789,2024-05-13,79.51,unauthorized
ref_00549,txn_014857,2024-03-20,34.99,fraud
ref_00550,txn_014882,2024-05-01,43.55,unauthorized
ref_00551,txn_014896,2024-02-15,52.01,fraud
ref_00552,txn_014928,2024-03-01,530.28,fraud
ref_00553,txn_014935,2024-04-20,257.42,fraud
ref_00554,txn_014965,2024-04-19,10.34,fraud
ref_00555,txn_014993,2024-05-10,147.24,charged_twice
ref_00556,txn_015025,2024-02-17,34.5,fraud
ref_00557,txn_015056,2024-04-22,29.8,unauthorized
ref_00558,txn_015099,2024-03-30,3.74,fraud
ref_00559,txn_015129,2024-04-30,33.41,fraud
ref_00560,txn_015185,2024-02-15,582.64,buyer_remorse
ref_00561,txn_015195,2024-03-29,15.93,charged_twice
ref_00562,txn_015202,2024-04-12,293.58,fraud
ref_00563,txn_015209,2024-01-23,27.21,charged_twice
ref_00564,txn_015270,2024-02-08,16.8,unauthorized
ref_00565,txn_015311,2024-05-13,372.96,unauthorized
ref_00566,txn_015320,2024-04-07,47.21,charged_twice
ref_00567,txn_015325,2024-05-28,318.95,fraud
ref_00568,txn_015337,2024-04-19,22.84,buyer_remorse
ref_00569,txn_015364,2024-05-06,94.99,fraud
ref_00570,txn_015377,2024-03-04,25.52,unauthorized
ref_00571,txn_015381,2024-03-05,76.54,charged_twice
ref_00572,txn_015435,2024-06-14,28.54,fraud
ref_00573,txn_015528,2024-04-30,190.47,unauthorized
ref_00574,txn_015533,2024-02-28,138.68,fraud
ref_00575,txn_015674,2024-04-23,34.29,buyer_remorse
ref_00576,txn_015740,2024-01-20,5.88,unauthorized
ref_00577,txn_015749,2024-03-16,37.35,fraud
ref_00578,txn_015788,2024-03-28,130.29,buyer_remorse
ref_00579,txn_015799,2024-05-03,127.59,fraud
ref_00580,txn_015852,2024-03-10,18.5,unauthorized
ref_00581,txn_015923,2024-03-27,172.45,fraud
ref_00582,txn_015952,2024-01-22,47.7,fraud
ref_00583,txn_016002,2024-06-01,30.3,unauthorized
ref_00584,txn_016005,2024-01-21,16.9,unauthorized
ref_00585,txn_016037,2024-03-29,38.84,fraud
ref_00586,txn_016058,2024-02-10,116.15,charged_twice
ref_00587,txn_016067,2024-04-23,225.29,charged_twice
ref_00588,txn_016162,2024-06-02,42.68,fraud
ref_00589,txn_016204,2024-05-11,47.74,fraud
ref_00590,txn_016253,2024-03-27,89.92,fraud
ref_00591,txn_016266,2024-05-20,326.6,unauthorized
ref_00592,txn_016281,2024-03-08,32.28,fraud
ref_00593,txn_016290,2024-03-15,80.62,unauthorized
ref_00594,txn_016407,2024-05-02,47.4,fraud
ref_00595,txn_016417,2024-03-28,14.18,fraud
ref_00596,txn_016427,2024-05-12,33.99,charged_twice
ref_00597,txn_016428,2024-02-24,57.6,unauthorized
ref_00598,txn_016436,2024-06-15,19.11,buyer_remorse
ref_00599,txn_016464,2024-05-04,43.05,charged_twice
ref_00600,txn_016487,2024-02-27,139.82,buyer_remorse
ref_00601,txn_016495,2024-06-10,269.4,unauthorized
ref_00602,txn_016518,2024-04-14,318.42,fraud
ref_00603,txn_016541,2024-04-23,446.48,fraud
ref_00604,txn_016547,2024-03-29,30.79,fraud
ref_00605,txn_016600,2024-05-12,222.15,fraud
ref_00606,txn_016623,2024-02-08,15.97,unauthorized
ref_00607,txn_016638,2024-03-30,76.65,fraud
ref_00608,txn_016645,2024-05-24,36.27,fraud
ref_00609,txn_016646,2024-03-01,25.95,fraud
ref_00610,txn_016691,2024-05-03,191.4,buyer_remorse
ref_00611,txn_016704,2024-04-28,15.72,charged_twice
ref_00612,txn_016727,2024-02-20,118.53,fraud
ref_00613,txn_016740,2024-05-25,25.09,charged_twice
ref_00614,txn_016789,2024-04-13,64.55,fraud
ref_00615,txn_016794,2024-04-11,8.38,unauthorized
ref_00616,txn_016796,2024-01-18,23.8,fraud
ref_00617,txn_016860,2024-05-21,81.14,fraud
ref_00618,txn_016946,2024-04-09,27.1,fraud
ref_00619,txn_017051,2024-02-09,6.59,buyer_remorse
ref_00620,txn_017052,2024-03-15,34.91,unauthorized
ref_00621,txn_017089,2024-03-04,20.93,buyer_remorse
ref_00622,txn_017102,2024-04-24,361.53,fraud
ref_00623,txn_017136,2024-04-24,59.94,fraud
ref_00624,txn_017165,2024-02-25,60.46,fraud
ref_00625,txn_017198,2024-02-02,37.19,fraud
ref_00626,txn_017200,2024-03-05,51.86,unauthorized
ref_00627,txn_017244,2024-05-11,60.11,unauthorized
ref_00628,txn_017292,2024-05-31,165.04,unauthorized
ref_00629,txn_017295,2024-02-08,10.03,charged_twice
ref_00630,txn_017320,2024-04-24,23.25,fraud
ref_00631,txn_017322,2024-02-19,49.9,fraud
ref_00632,txn_017325,2024-04-12,22.46,charged_twice
ref_00633,txn_017342,2024-01-16,146.48,fraud
ref_00634,txn_017370,2024-04-12,82.75,charged_twice
ref_00635,txn_017397,2024-03-18,32.13,unauthorized
ref_00636,txn_017424,2024-02-09,12.36,charged_twice
ref_00637,txn_017481,2024-02-27,166.57,buyer_remorse
ref_00638,txn_017552,2024-06-06,37.61,fraud
ref_00639,txn_017646,2024-04-19,103.45,fraud
ref_00640,txn_017688,2024-04-15,49.84,buyer_remorse
ref_00641,txn_017689,2024-03-31,15.92,unauthorized
ref_00642,txn_017704,2024-04-03,62.84,fraud
ref_00643,txn_017705,2024-02-17,30.78,fraud
ref_00644,txn_017733,2024-03-13,79.98,fraud
ref_00645,txn_017780,2024-05-06,43.37,fraud
ref_00646,txn_017794,2024-04-17,143.53,unauthorized
ref_00647,txn_017872,2024-01-24,35.44,fraud
ref_00648,txn_017898,2024-03-15,11.05,fraud
ref_00649,txn_017900,2024-04-29,35.78,fraud
ref_00650,txn_017908,2024-04-16,70.33,fraud
ref_00651,txn_017937,2024-06-11,20.18,fraud
ref_00652,txn_017972,2024-05-23,210.63,fraud
ref_00653,txn_017996,2024-05-05,571.82,fraud
ref_00654,txn_018024,2024-04-04,50.06,charged_twice
ref_00655,txn_018066,2024-05-16,26.73,fraud
ref_00656,txn_018099,2024-02-17,32.23,fraud
ref_00657,txn_018192,2024-04-06,14.79,buyer_remorse
ref_00658,txn_018197,2024-02-26,12.54,charged_twice
ref_00659,txn_018234,2024-05-20,34.62,unauthorized
ref_00660,txn_018342,2024-05-25,145.06,fraud
ref_00661,txn_018382,2024-03-06,299.7,unauthorized
ref_00662,txn_018416,2024-06-03,26.1,charged_twice
ref_00663,txn_018419,2024-03-29,37.03,charged_twice
ref_00664,txn_018433,2024-07-02,52.49,charged_twice
ref_00665,txn_018445,2024-02-14,42.94,unauthorized
ref_00666,txn_018529,2024-03-19,21.7,fraud
ref_00667,txn_018537,2024-01-17,88.92,charged_twice
ref_00668,txn_018556,2024-07-01,13.78,charged_twice
ref_00669,txn_018558,2024-06-24,66.55,fraud
ref_00670,txn_018565,2024-04-24,48.03,buyer_remorse
ref_00671,txn_018631,2024-01-26,37.45,unauthorized
ref_00672,txn_018635,2024-06-06,165.88,charged_twice
ref_00673,txn_018684,2024-03-11,35.02,fraud
ref_00674,txn_018719,2024-04-05,81.92,fraud
ref_00675,txn_018734,2024-03-31,38.9,charged_twice
ref_00676,txn_018746,2024-04-03,36.87,unauthorized
ref_00677,txn_018795,2024-03-14,27.05,buyer_remorse
ref_00678,txn_018803,2024-04-28,36.71,unauthorized
ref_00679,txn_018816,2024-01-26,30.02,unauthorized
ref_00680,txn_018827,2024-05-18,10.06,fraud
ref_00681,txn_018835,2024-04-15,20.32,unauthorized
ref_00682,txn_018861,2024-06-05,237.05,fraud
ref_00683,txn_018865,2024-03-29,191.33,unauthorized
ref_00684,txn_018876,2024-03-10,91.84,charged_twice
ref_00685,txn_018877,2024-01-29,10.8,buyer_remorse
ref_00686,txn_018889,2024-05-15,41.52,fraud
ref_00687,txn_018898,2024-05-17,77.16,fraud
ref_00688,txn_018907,2024-03-06,33.19,unauthorized
ref_00689,txn_018991,2024-05-04,135.28,buyer_remorse
ref_00690,txn_019086,2024-04-10,94.39,charged_twice
ref_00691,txn_019100,2024-02-26,8.49,fraud
ref_00692,txn_019115,2024-03-11,169.37,fraud
ref_00693,txn_019128,2024-04-17,1654.56,fraud
ref_00694,txn_019135,2024-02-09,14.76,charged_twice
ref_00695,txn_019164,2024-04-11,49.2,charged_twice
ref_00696,txn_019167,2024-02-27,103.43,fraud
ref_00697,txn_019174,2024-04-10,84.8,charged_twice
ref_00698,txn_019264,2024-02-03,33.06,fraud
ref_00699,txn_019272,2024-04-17,56.71,charged_twice
ref_00700,txn_019312,2024-04-01,90.67,fraud
ref_00701,txn_019362,2024-02-22,23.14,charged_twice
ref_00702,txn_019367,2024-03-11,30.45,unauthorized
ref_00703,txn_019378,2024-05-21,334.33,unauthorized
ref_00704,txn_019380,2024-04-13,38.47,fraud
ref_00705,txn_019422,2024-03-10,119.59,charged_twice
ref_00706,txn_019459,2024-04-04,34.4,unauthorized
ref_00707,txn_019486,2024-02-21,371.08,buyer_remorse
ref_00708,txn_019599,2024-05-06,927.59,fraud
ref_00709,txn_019602,2024-03-24,30.1,fraud
ref_00710,txn_019607,2024-03-29,16.53,fraud
ref_00711,txn_019610,2024-04-03,26.45,fraud
ref_00712,txn_019624,2024-05-18,26.41,unauthorized
ref_00713,txn_019630,2024-06-16,236.64,charged_twice
ref_00714,txn_019659,2024-02-08,13.2,unauthorized
ref_00715,txn_019681,2024-06-16,31.53,charged_twice
ref_00716,txn_019686,2024-06-07,10.49,buyer_remorse
ref_00717,txn_019690,2024-04-27,31.99,charged_twice
ref_00718,txn_019703,2024-02-22,257.51,fraud
ref_00719,txn_019726,2024-04-28,45.48,fraud
ref_00720,txn_019731,2024-04-06,67.95,unauthorized
ref_00721,txn_019766,2024-02-23,165.75,fraud
ref_00722,txn_019791,2024-06-08,43.16,unauthorized
ref_00723,txn_019797,2024-04-25,33.66,buyer_remorse
ref_00724,txn_019807,2024-04-05,9.12,fraud
ref_00725,txn_019859,2024-02-18,114.04,fraud
ref_00726,txn_019934,2024-03-04,30.94,fraud
ref_00727,txn_020001,2024-03-04,114.48,fraud
ref_00728,txn_020003,2024-02-08,31.48,charged_twice
ref_00729,txn_020041,2024-04-06,36.16,buyer_remorse
ref_00730,txn_020107,2024-02-04,31.86,buyer_remorse
ref_00731,txn_020115,2024-03-03,8.48,fraud
ref_00732,txn_020121,2024-03-22,37.41,unauthorized
ref_00733,txn_020125,2024-05-02,24.74,unauthorized
ref_00734,txn_020130,2024-06-20,38.91,charged_twice
ref_00735,txn_020142,2024-05-18,21.99,fraud
ref_00736,txn_020165,2024-01-18,23.16,unauthorized
ref_00737,txn_020198,2024-05-03,47.85,fraud
ref_00738,txn_020223,2024-06-26,20.86,fraud
ref_00739,txn_020241,2024-01-23,80.47,fraud
ref_00740,txn_020260,2024-05-14,51.48,fraud
ref_00741,txn_020287,2024-01-31,11.41,fraud
ref_00742,txn_020292,2024-02-18,32.09,fraud
ref_00743,txn_020339,2024-02-28,180.8,unauthorized
ref_00744,txn_020465,2024-02-26,16.12,fraud
ref_00745,txn_020490,2024-03-19,133.73,fraud
ref_00746,txn_020596,2024-03-31,17.92,fraud
ref_00747,txn_020619,2024-05-13,13.03,fraud
ref_00748,txn_020623,2024-06-05,208.84,charged_twice
ref_00749,txn_020631,2024-04-24,15.99,unauthorized
ref_00750,txn_020649,2024-03-03,337.71,charged_twice
ref_00751,txn_020670,2024-02-23,73.63,unauthorized
ref_00752,txn_020696,2024-01-29,84.87,unauthorized
ref_00753,txn_020721,2024-06-04,75.1,charged_twice
ref_00754,txn_020774,2024-05-20,114.07,fraud
ref_00755,txn_020841,2024-05-13,36.55,unauthorized
ref_00756,txn_020842,2024-05-15,27.46,fraud
ref_00757,txn_020853,2024-06-02,77.37,fraud
ref_00758,txn_020857,2024-04-11,8.96,unauthorized
ref_00759,txn_020874,2024-02-12,95.91,fraud
ref_00760,txn_020875,2024-02-20,27.15,charged_twice
ref_00761,txn_020876,2024-02-21,309.34,charged_twice
ref_00762,txn_020909,2024-05-21,43.19,unauthorized
ref_00763,txn_020922,2024-04-12,15.85,charged_twice
ref_00764,txn_020969,2024-03-29,30.29,unauthorized
ref_00765,txn_020970,2024-06-25,59.49,charged_twice
ref_00766,txn_020979,2024-05-21,86.49,unauthorized
ref_00767,txn_020984,2024-05-12,59.79,unauthorized
ref_00768,txn_020988,2024-03-20,52.75,charged_twice
ref_00769,txn_020992,2024-04-07,31.68,fraud
ref_00770,txn_021041,2024-04-10,177.65,unauthorized
ref_00771,txn_021077,2024-06-28,79.22,fraud
ref_00772,txn_021082,2024-05-11,27.14,buyer_remorse
ref_00773,txn_021161,2024-04-05,36.93,fraud
ref_00774,txn_021192,2024-01-27,226.66,fraud
ref_00775,txn_021316,2024-04-27,90.27,charged_twice
ref_00776,txn_021324,2024-05-05,18.99,fraud
ref_00777,txn_021363,2024-02-09,108.93,charged_twice
ref_00778,txn_021421,2024-03-08,33.76,fraud
ref_00779,txn_021430,2024-05-18,67.95,fraud
ref_00780,txn_021432,2024-04-24,100.37,charged_twice
ref_00781,txn_021438,2024-06-24,9.95,charged_twice
ref_00782,txn_021455,2024-03-29,121.28,charged_twice
ref_00783,txn_021459,2024-06-17,11.1,unauthorized
ref_00784,txn_021480,2024-05-14,87.94,fraud
ref_00785,txn_021524,2024-03-18,40.79,fraud
ref_00786,txn_021525,2024-03-30,45.49,charged_twice
ref_00787,txn_021554,2024-04-15,15.51,fraud
ref_00788,txn_021563,2024-01-19,95.91,unauthorized
ref_00789,txn_021646,2024-06-04,16.75,fraud
ref_00790,txn_021652,2024-03-10,72.08,unauthorized
ref_00791,txn_021656,2024-05-16,23.22,fraud
ref_00792,txn_021691,2024-04-22,94.17,fraud
ref_00793,txn_021692,2024-04-06,15.44,buyer_remorse
ref_00794,txn_021696,2024-02-25,34.18,unauthorized
ref_00795,txn_021721,2024-02-19,32.61,fraud
ref_00796,txn_021723,2024-03-02,188.36,fraud
ref_00797,txn_021760,2024-03-16,38.12,buyer_remorse
ref_00798,txn_021806,2024-02-29,9.04,fraud
ref_00799,txn_021842,2024-03-17,81.78,buyer_remorse
ref_00800,txn_021859,2024-03-20,25.16,fraud
ref_00801,txn_021873,2024-06-11,120.05,charged_twice
ref_00802,txn_021923,2024-03-02,60.22,fraud
ref_00803,txn_021979,2024-04-10,11.16,unauthorized
ref_00804,txn_021984,2024-03-30,52.78,fraud
ref_00805,txn_022064,2024-02-22,32.6,fraud
ref_00806,txn_022067,2024-05-11,1008.21,fraud
ref_00807,txn_022103,2024-03-31,16.62,fraud
ref_00808,txn_022117,2024-05-26,17.9,fraud
ref_00809,txn_022142,2024-02-13,54.45,fraud
ref_00810,txn_022217,2024-03-11,67.55,charged_twice
ref_00811,txn_022245,2024-04-30,27.84,charged_twice
ref_00812,txn_022331,2024-03-22,539.84,fraud
ref_00813,txn_022371,2024-01-20,69.71,fraud
ref_00814,txn_022382,2024-05-30,33.29,fraud
ref_00815,txn_022394,2024-04-23,38.01,charged_twice
ref_00816,txn_022409,2024-04-21,46.09,fraud
ref_00817,txn_022412,2024-01-21,11.58,fraud
ref_00818,txn_022417,2024-02-09,50.45,fraud
ref_00819,txn_022432,2024-03-16,34.67,buyer_remorse
ref_00820,txn_022460,2024-05-06,40.51,buyer_remorse
ref_00821,txn_022467,2024-02-15,27.76,charged_twice
ref_00822,txn_022481,2024-05-07,15.44,fraud
ref_00823,txn_022526,2024-03-12,140.81,fraud
ref_00824,txn_022535,2024-06-07,112.22,unauthorized
ref_00825,txn_022587,2024-05-07,108.04,buyer_remorse
ref_00826,txn_022623,2024-03-09,32.3,unauthorized
ref_00827,txn_022625,2024-03-26,85.28,fraud
ref_00828,txn_022644,2024-05-11,54.02,unauthorized
ref_00829,txn_022682,2024-03-01,19.62,charged_twice
ref_00830,txn_022702,2024-02-06,16.65,unauthorized
ref_00831,txn_022822,2024-03-14,38.81,buyer_remorse
ref_00832,txn_022844,2024-05-26,323.14,fraud
ref_00833,txn_022904,2024-05-27,161.74,fraud
ref_00834,txn_022909,2024-03-13,36.34,fraud
ref_00835,txn_022916,2024-05-26,9.65,charged_twice
ref_00836,txn_022938,2024-04-15,68.69,fraud
ref_00837,txn_022942,2024-03-23,46.1,buyer_remorse
ref_00838,txn_022946,2024-03-08,67.4,fraud
ref_00839,txn_022992,2024-04-17,32.85,fraud
ref_00840,txn_023017,2024-07-06,54.61,charged_twice
ref_00841,txn_023022,2024-01-18,14.34,fraud
ref_00842,txn_023046,2024-01-24,60.05,fraud
ref_00843,txn_023155,2024-03-20,41.47,unauthorized
ref_00844,txn_023160,2024-05-21,38.91,unauthorized
ref_00845,txn_023169,2024-04-02,28.07,unauthorized
ref_00846,txn_023205,2024-03-08,1587.39,fraud
ref_00847,txn_023212,2024-02-28,139.11,unauthorized
ref_00848,txn_023290,2024-02-09,37.1,unauthorized
ref_00849,txn_023293,2024-02-27,101.28,charged_twice
ref_00850,txn_023368,2024-06-22,38.99,buyer_remorse
ref_00851,txn_023372,2024-01-19,9.28,fraud
ref_00852,txn_023375,2024-02-05,36.67,fraud
ref_00853,txn_023385,2024-02-13,81.32,fraud
ref_00854,txn_023397,2024-02-28,201.2,charged_twice
ref_00855,txn_023410,2024-04-22,64.27,buyer_remorse
ref_00856,txn_023425,2024-01-22,151.78,fraud
ref_00857,txn_023433,2024-04-13,26.66,charged_twice
ref_00858,txn_023443,2024-05-07,62.3,buyer_remorse
ref_00859,txn_023447,2024-02-19,14.07,unauthorized
ref_00860,txn_023450,2024-03-13,14.16,unauthorized
ref_00861,txn_023470,2024-04-06,12.69,fraud
ref_00862,txn_023518,2024-02-29,223.13,fraud
ref_00863,txn_023519,2024-04-20,297.55,fraud
ref_00864,txn_023560,2024-03-01,305.86,charged_twice
ref_00865,txn_023650,2024-03-05,11.6,unauthorized
ref_00866,txn_023740,2024-05-27,46.95,fraud
ref_00867,txn_023743,2024-04-11,17.02,buyer_remorse
ref_00868,txn_023766,2024-04-27,38.23,unauthorized
ref_00869,txn_023775,2024-04-17,27.2,fraud
ref_00870,txn_023829,2024-02-17,75.78,fraud
ref_00871,txn_023832,2024-04-10,87.76,unauthorized
ref_00872,txn_023834,2024-06-21,29.93,charged_twice
ref_00873,txn_023846,2024-04-06,22.23,fraud
ref_00874,txn_023857,2024-02-24,54.29,fraud
ref_00875,txn_023858,2024-02-04,64.41,charged_twice
ref_00876,txn_023873,2024-04-19,251.06,charged_twice
ref_00877,txn_023893,2024-06-16,24.01,fraud
ref_00878,txn_023898,2024-04-19,237.01,fraud
ref_00879,txn_023931,2024-04-05,393.89,unauthorized
ref_00880,txn_023941,2024-05-16,34.96,charged_twice
ref_00881,txn_023950,2024-04-17,126.14,fraud
ref_00882,txn_023998,2024-04-27,17.17,charged_twice
ref_00883,txn_024105,2024-05-02,64.25,charged_twice
ref_00884,txn_024223,2024-05-14,88.81,unauthorized
ref_00885,txn_024237,2024-04-16,143.81,fraud
ref_00886,txn_024318,2024-02-07,51.97,buyer_remorse
ref_00887,txn_024328,2024-02-12,479.4,unauthorized
ref_00888,txn_024332,2024-03-12,164.12,charged_twice
ref_00889,txn_024356,2024-03-02,1000.87,fraud
ref_00890,txn_024364,2024-03-19,36.26,fraud
ref_00891,txn_024368,2024-05-25,285.96,fraud
ref_00892,txn_024389,2024-01-28,38.37,charged_twice
ref_00893,txn_024390,2024-04-17,16.81,charged_twice
ref_00894,txn_024391,2024-01-29,14.34,unauthorized
ref_00895,txn_024401,2024-05-06,27.03,charged_twice
ref_00896,txn_024485,2024-05-07,167.62,fraud
ref_00897,txn_024535,2024-04-18,149.72,fraud
ref_00898,txn_024611,2024-03-03,13.45,fraud
ref_00899,txn_024647,2024-03-25,62.81,charged_twice
ref_00900,txn_024681,2024-04-20,1088.46,fraud
ref_00901,txn_024690,2024-05-17,27.24,buyer_remorse
ref_00902,txn_024693,2024-03-25,90.38,charged_twice
ref_00903,txn_024695,2024-02-16,57.16,charged_twice
ref_00904,txn_024703,2024-05-21,575.82,fraud
ref_00905,txn_024748,2024-05-11,135.94,fraud
ref_00906,txn_024758,2024-03-30,498.66,unauthorized
ref_00907,txn_024795,2024-04-18,31.44,fraud
ref_00908,txn_024824,2024-06-25,113.5,fraud
ref_00909,txn_024839,2024-01-24,10.0,unauthorized
ref_00910,txn_024880,2024-02-21,22.42,fraud
ref_00911,txn_024948,2024-04-07,179.85,fraud
ref_00912,txn_024950,2024-05-09,13.26,unauthorized
ref_00913,txn_024959,2024-05-07,11.84,fraud
ref_00914,txn_024984,2024-04-11,225.35,charged_twice
ref_00915,txn_025018,2024-03-21,146.92,fraud
ref_00916,txn_025039,2024-03-17,167.5,buyer_remorse
ref_00917,txn_025064,2024-02-16,25.78,fraud
ref_00918,txn_025091,2024-03-19,24.29,unauthorized
ref_00919,txn_025098,2024-03-28,35.24,unauthorized
ref_00920,txn_025136,2024-03-06,20.17,unauthorized
ref_00921,txn_025139,2024-03-12,9.16,charged_twice
ref_00922,txn_025185,2024-03-22,440.94,fraud
ref_00923,txn_025191,2024-03-13,26.09,fraud
ref_00924,txn_025198,2024-05-20,61.72,buyer_remorse
ref_00925,txn_025245,2024-03-06,40.79,unauthorized
ref_00926,txn_025329,2024-03-19,13.63,unauthorized
ref_00927,txn_025335,2024-04-29,27.62,fraud
ref_00928,txn_025368,2024-04-13,20.98,fraud
ref_00929,txn_025371,2024-03-15,48.66,charged_twice
ref_00930,txn_025397,2024-03-03,22.49,unauthorized
ref_00931,txn_025406,2024-05-25,46.86,fraud
ref_00932,txn_025533,2024-02-10,19.93,fraud
ref_00933,txn_025578,2024-05-06,29.42,charged_twice
ref_00934,txn_025590,2024-05-28,40.7,unauthorized
ref_00935,txn_025610,2024-03-30,86.99,fraud
ref_00936,txn_025632,2024-05-19,34.66,unauthorized
ref_00937,txn_025634,2024-02-27,19.24,charged_twice
ref_00938,txn_025649,2024-05-20,58.6,charged_twice
ref_00939,txn_025657,2024-02-05,112.76,buyer_remorse
ref_00940,txn_025695,2024-04-24,159.65,buyer_remorse
ref_00941,txn_025769,2024-04-09,20.92,buyer_remorse
ref_00942,txn_025779,2024-03-20,58.5,fraud
ref_00943,txn_025920,2024-03-02,958.96,fraud
ref_00944,txn_025954,2024-04-20,21.37,buyer_remorse
ref_00945,txn_025962,2024-06-17,11.84,fraud
ref_00946,txn_025965,2024-02-09,98.63,fraud
ref_00947,txn_025981,2024-05-22,17.52,fraud
ref_00948,txn_026005,2024-03-27,77.01,charged_twice
ref_00949,txn_026016,2024-04-07,100.76,fraud
ref_00950,txn_026029,2024-04-24,65.0,fraud
ref_00951,txn_026040,2024-02-18,149.21,buyer_remorse
ref_00952,txn_026070,2024-06-06,45.01,unauthorized
ref_00953,txn_026176,2024-03-22,68.05,fraud
ref_00954,txn_026209,2024-04-28,7.73,fraud
ref_00955,txn_026223,2024-02-28,58.37,charged_twice
ref_00956,txn_026261,2024-04-26,31.44,unauthorized
ref_00957,txn_026296,2024-05-01,38.1,fraud
ref_00958,txn_026305,2024-04-19,21.62,fraud
ref_00959,txn_026343,2024-05-19,398.28,fraud
ref_00960,txn_026347,2024-05-27,317.45,charged_twice
ref_00961,txn_026348,2024-05-19,15.1,fraud
ref_00962,txn_026372,2024-03-04,454.44,fraud
ref_00963,txn_026373,2024-03-22,926.03,fraud
ref_00964,txn_026401,2024-03-09,15.1,charged_twice
ref_00965,txn_026405,2024-05-16,41.42,charged_twice
ref_00966,txn_026433,2024-03-27,53.35,fraud
ref_00967,txn_026473,2024-03-12,120.47,fraud
ref_00968,txn_026490,2024-05-21,22.9,fraud
ref_00969,txn_026519,2024-02-03,175.26,fraud
ref_00970,txn_026575,2024-03-12,31.71,unauthorized
ref_00971,txn_026579,2024-04-10,29.85,charged_twice
ref_00972,txn_026669,2024-03-31,4.88,fraud
ref_00973,txn_026673,2024-05-11,17.33,buyer_remorse
ref_00974,txn_026679,2024-03-25,55.05,buyer_remorse
ref_00975,txn_026702,2024-04-15,21.07,fraud
ref_00976,txn_026708,2024-03-09,42.47,charged_twice
ref_00977,txn_026730,2024-04-08,69.41,unauthorized
ref_00978,txn_026765,2024-01-25,20.62,buyer_remorse
ref_00979,txn_026775,2024-04-03,11.53,charged_twice
ref_00980,txn_026784,2024-03-27,21.9,unauthorized
ref_00981,txn_026807,2024-06-25,16.15,fraud
ref_00982,txn_026863,2024-05-07,87.53,fraud
ref_00983,txn_026877,2024-04-21,30.43,fraud
ref_00984,txn_026896,2024-04-29,158.16,fraud
ref_00985,txn_026911,2024-05-10,44.7,fraud
ref_00986,txn_026915,2024-04-29,182.89,unauthorized
ref_00987,txn_026942,2024-03-21,531.08,fraud
