user_id,signup_date,segment,country,risk_score
user_02452,2024-02-27,consumer,US,low
user_02453,2024-01-22,consumer,CA,low
user_02454,2024-01-26,consumer,US,medium
user_02455,2024-01-03,consumer,US,low
user_02456,2024-02-10,consumer,UK,low
user_02457,2024-02-29,small_business,CA,medium
user_02458,2024-02-11,consumer,US,medium
user_02459,2024-01-14,small_business,US,medium
user_02460,2024-01-11,consumer,UK,medium
user_02461,2024-01-18,consumer,US,medium
user_02462,2024-02-23,consumer,UK,medium
user_02463,2024-01-12,consumer,AU,low
user_02464,2024-01-23,consumer,CA,medium
user_02465,2024-01-12,enterprise,US,low
user_02466,2024-01-13,consumer,US,low
user_02467,2024-01-25,consumer,AU,low
user_02468,2024-02-14,consumer,US,low
user_02469,2024-02-20,small_business,US,low
user_02470,2024-02-27,small_business,UK,low
user_02471,2024-01-19,consumer,US,low
user_02472,2024-02-24,consumer,US,low
user_02473,2024-02-15,consumer,CA,low
user_02474,2024-02-05,consumer,US,medium
user_02475,2024-02-14,consumer,US,medium
user_02476,2024-01-08,consumer,US,medium
user_02477,2024-01-29,consumer,UK,low
user_02478,2024-02-24,consumer,US,medium
user_02479,2024-02-22,consumer,US,low
user_02480,2024-02-24,small_business,UK,low
user_02481,2024-02-01,small_business,CA,medium
user_02482,2024-02-20,consumer,US,medium
user_02483,2024-02-13,consumer,CA,medium
user_02484,2024-01-18,consumer,US,medium
user_02485,2024-01-06,consumer,UK,low
user_02486,2024-01-18,small_business,US,medium
user_02487,2024-01-19,consumer,US,medium
user_02488,2024-01-22,small_business,UK,medium
user_02489,2024-02-06,small_business,US,medium
user_02490,2024-02-01,consumer,US,low
user_02491,2024-02-25,consumer,US,low
user_02492,2024-02-10,consumer,UK,low
user_02493,2024-02-28,consumer,US,low
user_02494,2024-01-03,consumer,US,low
user_02495,2024-01-28,consumer,US,low
user_02496,2024-01-10,small_business,US,high
user_02497,2024-02-20,consumer,US,medium
user_02498,2024-02-04,consumer,US,medium
user_02499,2024-01-29,consumer,US,low
user_02500,2024-02-23,consumer,US,low
user_02501,2024-01-15,consumer,UK,medium
user_02502,2024-02-02,small_business,UK,low
user_02503,2024-01-07,consumer,CA,medium
user_02504,2024-01-12,consumer,US,high
user_02505,2024-02-18,consumer,AU,low
user_02506,2024-01-30,consumer,US,medium
user_02507,2024-01-21,small_business,AU,low
user_02508,2024-01-31,consumer,US,medium
user_02509,2024-02-27,small_business,US,low
user_02510,2024-01-24,consumer,US,low
user_02511,2024-01-20,consumer,US,medium
user_02512,2024-02-06,consumer,CA,medium
user_02513,2024-01-04,consumer,UK,medium
user_02514,2024-01-28,consumer,AU,low
user_02515,2024-02-13,small_business,UK,medium
user_02516,2024-01-20,consumer,US,medium
user_02517,2024-02-29,consumer,US,high
user_02518,2024-01-24,consumer,AU,medium
user_02519,2024-02-19,consumer,US,medium
user_02520,2024-02-18,consumer,UK,medium
user_02521,2024-02-20,consumer,US,low
user_02522,2024-02-01,consumer,US,low
user_02523,2024-02-10,consumer,CA,low
user_02524,2024-02-05,consumer,US,medium
user_02525,2024-02-27,consumer,US,medium
user_02526,2024-02-22,consumer,US,medium
user_02527,2024-02-03,consumer,UK,low
user_02528,2024-02-05,enterprise,US,low
user_02529,2024-01-02,consumer,US,low
user_02530,2024-01-15,consumer,US,low
user_02531,2024-02-03,consumer,US,low
user_02532,2024-02-05,consumer,US,high
user_02533,2024-01-06,small_business,US,low
user_02534,2024-02-08,consumer,AU,low
user_02535,2024-02-11,small_business,AU,low
user_02536,2024-02-20,small_business,US,high
user_02537,2024-02-20,consumer,UK,medium
user_02538,2024-02-27,consumer,US,low
user_02539,2024-02-23,consumer,US,high
user_02540,2024-01-12,consumer,US,low
user_02541,2024-01-03,consumer,US,low
user_02542,2024-02-14,consumer,US,low
user_02543,2024-01-18,consumer,US,low
user_02544,2024-02-09,consumer,CA,medium
user_02545,2024-01-21,consumer,US,high
user_02546,2024-01-15,small_business,UK,medium
user_02547,2024-02-02,consumer,US,low
user_02548,2024-02-04,small_business,US,low
user_02549,2024-01-26,consumer,US,low
user_02550,2024-01-08,consumer,US,low
user_02551,2024-02-05,consumer,UK,low
user_02552,2024-02-17,consumer,UK,low
user_02553,2024-01-30,consumer,US,medium
user_02554,2024-01-23,consumer,UK,medium
user_02555,2024-02-11,small_business,CA,low
user_02556,2024-02-13,consumer,UK,low
user_02557,2024-01-14,consumer,US,low
user_02558,2024-01-14,small_business,UK,low
user_02559,2024-01-02,small_business,US,low
user_02560,2024-02-24,consumer,CA,low
user_02561,2024-02-06,consumer,US,medium
user_02562,2024-01-05,small_business,US,medium
user_02563,2024-02-07,consumer,US,low
user_02564,2024-02-14,consumer,US,medium
user_02565,2024-02-10,consumer,CA,low
user_02566,2024-02-23,small_business,US,medium
user_02567,2024-02-29,consumer,US,low
user_02568,2024-02-16,enterprise,CA,low
user_02569,2024-01-14,consumer,US,low
user_02570,2024-02-25,small_business,US,low
user_02571,2024-02-08,consumer,US,low
user_02572,2024-01-25,consumer,US,high
user_02573,2024-01-20,small_business,US,medium
user_02574,2024-01-02,consumer,US,low
user_02575,2024-02-08,consumer,UK,low
user_02576,2024-01-06,consumer,CA,medium
user_02577,2024-01-17,consumer,US,medium
user_02578,2024-02-28,consumer,US,medium
user_02579,2024-01-25,consumer,US,low
user_02580,2024-02-26,consumer,CA,medium
user_02581,2024-01-28,consumer,US,medium
user_02582,2024-01-02,consumer,CA,low
user_02583,2024-02-04,consumer,US,low
user_02584,2024-02-06,small_business,CA,medium
user_02585,2024-01-05,consumer,US,medium
user_02586,2024-01-01,consumer,UK,low
user_02587,2024-02-09,small_business,US,high
user_02588,2024-01-12,consumer,UK,low
user_02589,2024-02-25,small_business,US,low
user_02590,2024-02-05,small_business,US,low
user_02591,2024-02-14,small_business,US,high
user_02592,2024-01-23,consumer,CA,low
user_02593,2024-02-16,small_business,UK,low
user_02594,2024-01-31,small_business,US,low
user_02595,2024-01-11,consumer,US,low
user_02596,2024-01-10,consumer,US,medium
user_02597,2024-01-03,consumer,CA,low
user_02598,2024-02-23,consumer,UK,medium
user_02599,2024-01-14,consumer,UK,high
user_02600,2024-01-16,consumer,US,low
user_02601,2024-01-10,consumer,AU,medium
user_02602,2024-01-29,consumer,CA,low
user_02603,2024-01-10,consumer,UK,low
user_02604,2024-01-12,consumer,US,medium
user_02605,2024-01-30,small_business,UK,medium
user_02606,2024-02-10,consumer,US,low
user_02607,2024-01-01,consumer,US,low
user_02608,2024-01-05,consumer,US,high
user_02609,2024-01-20,consumer,US,medium
user_02610,2024-01-08,small_business,US,low
user_02611,2024-02-12,small_business,US,low
user_02612,2024-01-12,consumer,US,low
user_02613,2024-01-01,enterprise,UK,low
user_02614,2024-02-26,consumer,US,low
user_02615,2024-02-23,consumer,US,low
user_02616,2024-01-20,consumer,US,low
user_02617,2024-01-28,small_business,CA,medium
user_02618,2024-02-26,consumer,UK,low
user_02619,2024-02-12,consumer,US,low
user_02620,2024-02-06,small_business,CA,low
user_02621,2024-02-16,consumer,US,low
user_02622,2024-02-06,consumer,AU,low
user_02623,2024-01-12,small_business,US,medium
user_02624,2024-02-06,consumer,US,low
user_02625,2024-02-18,consumer,US,low
user_02626,2024-02-18,consumer,US,low
user_02627,2024-02-25,consumer,US,low
user_02628,2024-02-13,consumer,UK,low
user_02629,2024-02-25,consumer,CA,low
user_02630,2024-01-28,consumer,US,low
user_02631,2024-02-16,consumer,US,medium
user_02632,2024-01-15,small_business,US,high
user_02633,2024-01-06,enterprise,US,low
user_02634,2024-02-13,consumer,UK,medium
user_02635,2024-02-28,consumer,US,medium
user_02636,2024-01-20,small_business,UK,high
user_02637,2024-02-19,consumer,US,low
user_02638,2024-01-14,consumer,US,medium
user_02639,2024-01-02,small_business,US,high
user_02640,2024-01-09,small_business,US,low
user_02641,2024-02-06,small_business,US,low
user_02642,2024-01-20,small_business,UK,high
user_02643,2024-01-26,consumer,US,medium
user_02644,2024-01-29,consumer,US,low
user_02645,2024-01-01,consumer,UK,medium
user_02646,2024-02-24,consumer,US,low
user_02647,2024-02-04,consumer,UK,low
user_02648,2024-01-06,small_business,US,low
user_02649,2024-02-06,small_business,US,low
user_02650,2024-02-22,consumer,CA,medium
user_02651,2024-02-28,small_business,UK,low
user_02652,2024-01-05,small_business,US,medium
user_02653,2024-02-02,consumer,US,low
user_02654,2024-02-18,consumer,CA,low
user_02655,2024-02-20,consumer,US,low
user_02656,2024-01-14,consumer,US,low
user_02657,2024-01-12,consumer,UK,medium
user_02658,2024-02-11,consumer,UK,low
user_02659,2024-01-20,consumer,UK,medium
user_02660,2024-02-22,consumer,UK,low
user_02661,2024-02-19,small_business,UK,low
user_02662,2024-01-24,consumer,CA,low
user_02663,2024-02-28,small_business,UK,medium
user_02664,2024-02-12,consumer,US,low
user_02665,2024-02-03,consumer,US,medium
user_02666,2024-01-25,small_business,UK,medium
user_02667,2024-02-19,consumer,CA,low
user_02668,2024-01-29,consumer,US,low
user_02669,2024-02-26,small_business,US,low
user_02670,2024-02-08,consumer,CA,high
user_02671,2024-01-31,consumer,US,low
user_02672,2024-02-25,consumer,US,low
user_02673,2024-02-16,small_business,UK,low
user_02674,2024-02-12,consumer,AU,medium
user_02675,2024-02-19,consumer,CA,medium
user_02676,2024-01-23,consumer,UK,high
user_02677,2024-02-13,consumer,US,medium
user_02678,2024-02-07,small_business,CA,low
user_02679,2024-01-20,consumer,US,low
user_02680,2024-01-23,consumer,CA,medium
user_02681,2024-02-14,consumer,US,high
user_02682,2024-02-21,small_business,US,low
user_02683,2024-01-16,consumer,US,low
user_02684,2024-02-19,small_business,US,medium
user_02685,2024-02-11,small_business,UK,low
user_02686,2024-02-29,consumer,AU,low
user_02687,2024-02-24,consumer,UK,high
user_02688,2024-01-08,consumer,CA,medium
user_02689,2024-02-19,small_business,US,low
user_02690,2024-01-21,consumer,UK,low
user_02691,2024-01-01,consumer,CA,low
user_02692,2024-02-24,small_business,UK,high
user_02693,2024-01-08,consumer,US,high
user_02694,2024-01-29,consumer,UK,medium
user_02695,2024-02-01,consumer,UK,low
user_02696,2024-02-07,consumer,US,low
user_02697,2024-01-05,small_business,CA,medium
user_02698,2024-02-16,consumer,AU,low
user_02699,2024-01-22,consumer,US,medium
user_02700,2024-02-16,small_business,UK,medium
user_02701,2024-02-03,consumer,UK,low
user_02702,2024-01-01,enterprise,UK,high
user_02703,2024-02-24,enterprise,US,low
user_02704,2024-02-24,consumer,CA,medium
user_02705,2024-01-26,consumer,US,low
user_02706,2024-02-12,small_business,US,medium
user_02707,2024-01-10,consumer,CA,medium
user_02708,2024-01-30,consumer,UK,low
user_02709,2024-02-19,small_business,CA,low
user_02710,2024-01-18,consumer,US,low
user_02711,2024-01-17,small_business,US,low
user_02712,2024-01-26,consumer,CA,medium
user_02713,2024-01-08,consumer,US,low
user_02714,2024-02-16,consumer,CA,low
user_02715,2024-02-09,enterprise,CA,low
user_02716,2024-02-18,consumer,UK,low
user_02717,2024-01-12,small_business,US,medium
user_02718,2024-01-27,consumer,UK,low
user_02719,2024-01-08,consumer,CA,medium
user_02720,2024-01-25,consumer,US,medium
user_02721,2024-02-15,consumer,US,low
user_02722,2024-01-04,consumer,US,medium
user_02723,2024-02-02,consumer,US,low
user_02724,2024-01-01,consumer,CA,low
user_02725,2024-01-19,small_business,CA,low
user_02726,2024-01-31,consumer,AU,low
user_02727,2024-01-16,enterprise,US,medium
user_02728,2024-01-14,consumer,UK,low
user_02729,2024-02-22,consumer,US,low
user_02730,2024-02-17,consumer,UK,low
user_02731,2024-01-05,consumer,UK,low
user_02732,2024-02-10,consumer,CA,medium
user_02733,2024-01-26,consumer,CA,low
user_02734,2024-01-28,consumer,CA,medium
user_02735,2024-01-02,small_business,CA,high
user_02736,2024-02-19,consumer,CA,low
user_02737,2024-01-06,small_business,US,medium
user_02738,2024-01-09,consumer,CA,low
user_02739,2024-02-02,consumer,UK,low
user_02740,2024-02-10,consumer,US,low
user_02741,2024-01-25,consumer,US,low
user_02742,2024-02-17,consumer,UK,high
user_02743,2024-01-13,consumer,US,low
user_02744,2024-01-09,consumer,US,medium
user_02745,2024-02-22,consumer,UK,low
user_02746,2024-01-13,consumer,CA,medium
user_02747,2024-01-31,consumer,CA,low
user_02748,2024-02-10,consumer,US,medium
user_02749,2024-01-11,enterprise,US,low
user_02750,2024-01-04,small_business,US,medium
user_02751,2024-02-03,consumer,US,medium
user_02752,2024-02-07,small_business,US,medium
user_02753,2024-02-15,small_business,AU,low
user_02754,2024-01-04,consumer,US,low
user_02755,2024-02-07,consumer,US,medium
user_02756,2024-01-19,enterprise,US,low
user_02757,2024-01-06,consumer,US,low
user_02758,2024-02-03,small_business,US,low
user_02759,2024-01-18,consumer,US,low
user_02760,2024-01-13,consumer,AU,low
user_02761,2024-02-10,consumer,US,low
user_02762,2024-01-23,consumer,US,low
user_02763,2024-01-19,small_business,US,low
user_02764,2024-02-14,enterprise,US,low
user_02765,2024-01-11,consumer,US,low
user_02766,2024-01-01,consumer,US,medium
user_02767,2024-01-24,small_business,US,low
user_02768,2024-02-23,consumer,UK,medium
user_02769,2024-01-07,consumer,US,low
user_02770,2024-01-25,consumer,US,low
user_02771,2024-01-21,small_business,US,low
user_02772,2024-01-15,small_business,US,low
user_02773,2024-01-01,consumer,US,medium
user_02774,2024-01-12,consumer,US,low
user_02775,2024-02-27,enterprise,US,medium
user_02776,2024-01-07,consumer,US,high
user_02777,2024-01-15,consumer,US,low
user_02778,2024-01-21,consumer,US,low
user_02779,2024-01-19,small_business,US,low
user_02780,2024-02-29,consumer,CA,high
user_02781,2024-01-29,consumer,UK,medium
user_02782,2024-01-25,consumer,CA,medium
user_02783,2024-02-02,consumer,CA,low
user_02784,2024-02-18,consumer,AU,medium
user_02785,2024-02-01,consumer,UK,medium
user_02786,2024-02-18,consumer,UK,low
user_02787,2024-02-04,consumer,US,low
user_02788,2024-02-13,consumer,US,low
user_02789,2024-02-07,consumer,UK,low
user_02790,2024-01-26,small_business,AU,medium
user_02791,2024-01-11,small_business,US,low
user_02792,2024-02-04,consumer,UK,low
user_02793,2024-01-08,small_business,US,low
user_02794,2024-02-15,consumer,US,low
user_02795,2024-01-14,enterprise,US,low
user_02796,2024-01-10,consumer,US,high
user_02797,2024-01-02,consumer,US,low
user_02798,2024-02-15,consumer,UK,low
user_02799,2024-01-09,consumer,CA,medium
user_02800,2024-01-03,enterprise,CA,low
user_02801,2024-01-21,consumer,US,low
user_02802,2024-01-26,consumer,CA,low
user_02803,2024-01-08,consumer,US,low
user_02804,2024-02-17,small_business,US,low
user_02805,2024-01-02,consumer,UK,low
user_02806,2024-01-06,consumer,US,low
user_02807,2024-01-28,enterprise,US,medium
user_02808,2024-02-22,consumer,US,low
user_02809,2024-01-29,consumer,UK,high
user_02810,2024-01-26,small_business,US,low
user_02811,2024-01-25,consumer,UK,low
user_02812,2024-01-12,consumer,UK,high
user_02813,2024-01-05,consumer,UK,low
user_02814,2024-02-03,small_business,CA,low
user_02815,2024-02-17,consumer,US,low
user_02816,2024-02-06,small_business,US,medium
user_02817,2024-01-15,small_business,US,low
user_02818,2024-02-13,consumer,US,low
user_02819,2024-02-05,small_business,UK,low
user_02820,2024-01-15,consumer,US,medium
user_02821,2024-02-12,consumer,US,low
user_02822,2024-02-17,small_business,UK,low
user_02823,2024-01-23,enterprise,UK,low
user_02824,2024-01-06,consumer,UK,medium
user_02825,2024-02-15,consumer,CA,low
user_02826,2024-02-19,consumer,UK,low
user_02827,2024-02-13,consumer,UK,medium
user_02828,2024-02-28,consumer,US,low
user_02829,2024-02-12,consumer,AU,medium
user_02830,2024-02-14,consumer,US,high
user_02831,2024-01-21,consumer,US,medium
user_02832,2024-01-23,consumer,US,low
user_02833,2024-02-12,small_business,UK,low
user_02834,2024-02-24,small_business,CA,low
user_02835,2024-01-16,consumer,US,high
user_02836,2024-02-16,consumer,US,high
user_02837,2024-02-22,consumer,CA,low
user_02838,2024-02-29,consumer,CA,medium
user_02839,2024-01-15,consumer,US,medium
user_02840,2024-01-25,small_business,US,low
user_02841,2024-02-05,consumer,UK,low
user_02842,2024-01-11,consumer,US,low
user_02843,2024-02-20,consumer,CA,low
user_02844,2024-01-15,consumer,US,medium
user_02845,2024-01-04,consumer,US,high
user_02846,2024-01-21,enterprise,US,low
user_02847,2024-01-13,consumer,US,low
user_02848,2024-01-22,consumer,US,low
user_02849,2024-01-19,consumer,US,medium
user_02850,2024-02-03,small_business,UK,medium
user_02851,2024-01-14,consumer,US,low
user_02852,2024-01-04,consumer,CA,low
user_02853,2024-02-17,small_business,US,low
user_02854,2024-02-22,consumer,UK,low
user_02855,2024-02-21,consumer,US,high
user_02856,2024-02-15,consumer,US,low
user_02857,2024-01-27,consumer,US,low
user_02858,2024-01-29,consumer,US,low
user_02859,2024-02-16,consumer,UK,low
user_02860,2024-01-28,consumer,UK,low
user_02861,2024-02-04,consumer,UK,low
user_02862,2024-01-08,consumer,US,medium
user_02863,2024-01-16,consumer,CA,low
user_02864,2024-02-11,consumer,UK,low
user_02865,2024-02-05,small_business,AU,low
user_02866,2024-01-30,consumer,CA,medium
user_02867,2024-01-18,consumer,US,low
user_02868,2024-01-02,consumer,US,medium
user_02869,2024-02-18,consumer,US,low
user_02870,2024-01-13,consumer,UK,low
user_02871,2024-01-04,consumer,US,low
user_02872,2024-01-26,consumer,UK,high
user_02873,2024-01-25,consumer,US,low
user_02874,2024-01-30,small_business,US,low
user_02875,2024-01-11,consumer,US,low
user_02876,2024-01-07,consumer,US,low
user_02877,2024-01-31,consumer,UK,low
user_02878,2024-02-13,consumer,US,low
user_02879,2024-01-10,consumer,UK,low
user_02880,2024-02-08,consumer,US,low
user_02881,2024-01-13,consumer,US,low
user_02882,2024-01-31,small_business,UK,low
user_02883,2024-01-07,small_business,US,low
user_02884,2024-02-25,consumer,UK,low
user_02885,2024-02-18,consumer,CA,low
user_02886,2024-02-11,small_business,CA,low
user_02887,2024-02-11,consumer,US,low
user_02888,2024-02-25,consumer,US,medium
user_02889,2024-02-05,consumer,UK,low
user_02890,2024-01-20,consumer,UK,medium
user_02891,2024-01-04,consumer,UK,low
user_02892,2024-02-23,consumer,US,low
user_02893,2024-01-07,consumer,US,low
user_02894,2024-02-23,consumer,US,low
user_02895,2024-01-01,small_business,UK,low
user_02896,2024-02-13,consumer,US,low
user_02897,2024-02-25,consumer,US,medium
user_02898,2024-02-14,consumer,UK,low
user_02899,2024-02-11,small_business,US,high
user_02900,2024-02-16,small_business,US,low
user_02901,2024-02-28,consumer,US,medium
user_02902,2024-01-13,consumer,US,low
user_02903,2024-02-24,small_business,US,medium
user_02904,2024-01-22,consumer,US,low
user_02905,2024-02-23,consumer,US,low
user_02906,2024-01-21,consumer,US,low
user_02907,2024-01-22,consumer,US,high
user_02908,2024-01-28,consumer,UK,high
user_02909,2024-01-09,consumer,US,low
user_02910,2024-01-26,consumer,US,medium
user_02911,2024-01-09,small_business,US,low
user_02912,2024-01-15,small_business,US,low
user_02913,2024-01-10,small_business,US,low
user_02914,2024-01-24,enterprise,US,high
user_02915,2024-02-27,consumer,UK,low
user_02916,2024-02-26,consumer,US,low
user_02917,2024-02-11,consumer,CA,low
user_02918,2024-01-08,small_business,US,low
user_02919,2024-01-24,consumer,US,low
user_02920,2024-01-16,enterprise,US,low
user_02921,2024-02-18,consumer,UK,low
user_02922,2024-01-26,small_business,US,low
user_02923,2024-01-27,consumer,US,low
user_02924,2024-02-06,consumer,US,low
user_02925,2024-01-04,small_business,US,medium
user_02926,2024-02-19,consumer,CA,low
user_02927,2024-01-24,small_business,US,medium
user_02928,2024-01-19,consumer,UK,low
user_02929,2024-02-05,consumer,UK,low
user_02930,2024-02-29,consumer,US,low
user_02931,2024-02-08,consumer,US,medium
user_02932,2024-01-10,consumer,UK,medium
user_02933,2024-01-25,consumer,US,low
user_02934,2024-01-18,consumer,US,low
user_02935,2024-01-19,consumer,UK,medium
user_02936,2024-02-05,consumer,UK,low
user_02937,2024-01-10,consumer,UK,medium
user_02938,2024-02-02,small_business,UK,low
user_02939,2024-02-24,consumer,US,medium
user_02940,2024-02-19,consumer,US,low
user_02941,2024-01-05,consumer,US,low
user_02942,2024-02-16,consumer,UK,medium
user_02943,2024-02-18,consumer,AU,low
user_02944,2024-02-04,enterprise,US,low
user_02945,2024-02-13,small_business,US,low
user_02946,2024-02-03,consumer,US,low
user_02947,2024-02-02,consumer,CA,low
user_02948,2024-02-24,small_business,US,high
user_02949,2024-01-21,consumer,US,medium
user_02950,2024-01-17,consumer,AU,low
user_02951,2024-01-22,consumer,CA,medium
user_02952,2024-02-17,consumer,US,low
user_02953,2024-02-06,enterprise,CA,low
user_02954,2024-01-15,consumer,US,low
user_02955,2024-02-04,consumer,US,medium
user_02956,2024-01-28,consumer,US,medium
user_02957,2024-01-07,small_business,CA,low
user_02958,2024-02-01,small_business,UK,low
user_02959,2024-01-11,consumer,US,low
user_02960,2024-01-10,consumer,AU,low
user_02961,2024-01-09,consumer,US,low
user_02962,2024-01-14,small_business,UK,low
user_02963,2024-01-13,small_business,UK,medium
user_02964,2024-02-26,consumer,US,medium
user_02965,2024-01-25,small_business,US,low
user_02966,2024-01-02,consumer,CA,low
user_02967,2024-02-04,consumer,US,medium
user_02968,2024-01-07,consumer,UK,medium
user_02969,2024-01-21,consumer,US,low
user_02970,2024-01-18,consumer,UK,low
user_02971,2024-01-03,consumer,US,medium
user_02972,2024-02-11,consumer,US,medium
user_02973,2024-02-23,consumer,US,low
user_02974,2024-02-08,consumer,CA,low
user_02975,2024-02-10,consumer,US,low
user_02976,2024-02-18,consumer,US,low
user_02977,2024-01-11,consumer,CA,medium
user_02978,2024-02-08,consumer,UK,low
user_02979,2024-01-24,small_business,US,medium
user_02980,2024-02-29,small_business,AU,low
user_02981,2024-02-15,small_business,UK,low
user_02982,2024-01-19,consumer,US,medium
user_02983,2024-01-04,consumer,US,medium
user_02984,2024-01-26,consumer,UK,high
user_02985,2024-02-07,consumer,UK,low
user_02986,2024-02-11,consumer,US,low
user_02987,2024-02-01,consumer,US,high
user_02988,2024-02-08,small_business,US,medium
user_02989,2024-02-14,consumer,US,high
user_02990,2024-02-15,small_business,US,low
user_02991,2024-02-05,small_business,US,low
user_02992,2024-02-09,consumer,UK,low
user_02993,2024-02-06,small_business,UK,medium
user_02994,2024-02-02,consumer,US,medium
user_02995,2024-02-05,small_business,US,low
user_02996,2024-01-03,consumer,US,low
user_02997,2024-01-09,small_business,US,low
user_02998,2024-01-08,consumer,AU,low
user_02999,2024-02-02,small_business,UK,low
user_03000,2024-02-28,consumer,US,medium
user_03001,2024-01-06,consumer,US,low
user_03002,2024-02-10,small_business,US,low
user_03003,2024-02-08,small_business,UK,low
user_03004,2024-01-04,consumer,US,medium
user_03005,2024-01-13,consumer,CA,low
user_03006,2024-02-18,consumer,UK,high
user_03007,2024-02-29,enterprise,US,medium
user_03008,2024-01-02,small_business,CA,low
user_03009,2024-02-29,small_business,UK,low
user_03010,2024-01-05,consumer,UK,high
user_03011,2024-02-13,consumer,AU,low
user_03012,2024-01-27,consumer,US,low
user_03013,2024-02-01,small_business,US,high
user_03014,2024-01-21,consumer,CA,medium
user_03015,2024-01-08,small_business,UK,low
user_03016,2024-02-07,consumer,CA,low
user_03017,2024-01-08,consumer,US,medium
user_03018,2024-02-19,consumer,UK,low
user_03019,2024-01-03,consumer,US,low
user_03020,2024-02-23,consumer,US,low
user_03021,2024-02-13,consumer,US,low
user_03022,2024-02-27,consumer,US,high
user_03023,2024-01-03,small_business,US,medium
user_03024,2024-01-22,consumer,UK,medium
user_03025,2024-01-06,consumer,US,high
user_03026,2024-01-02,consumer,US,low
user_03027,2024-01-23,consumer,US,low
user_03028,2024-02-13,small_business,US,low
user_03029,2024-01-02,consumer,CA,low
user_03030,2024-02-07,small_business,US,low
user_03031,2024-01-17,consumer,US,low
user_03032,2024-02-04,consumer,CA,low
user_03033,2024-02-03,consumer,UK,low
user_03034,2024-01-23,consumer,UK,low
user_03035,2024-01-30,consumer,UK,low
user_03036,2024-02-21,small_business,CA,low
user_03037,2024-01-08,consumer,US,low
user_03038,2024-01-22,consumer,AU,low
user_03039,2024-02-13,consumer,CA,high
user_03040,2024-02-27,consumer,US,high
user_03041,2024-02-05,consumer,UK,low
user_03042,2024-01-05,consumer,UK,high
user_03043,2024-01-13,consumer,US,high
user_03044,2024-01-29,consumer,US,low
user_03045,2024-01-31,consumer,AU,low
user_03046,2024-02-16,small_business,US,high
user_03047,2024-02-26,consumer,US,medium
user_03048,2024-02-24,consumer,UK,low
user_03049,2024-01-16,enterprise,US,medium
user_03050,2024-02-11,consumer,US,low
user_03051,2024-01-30,consumer,UK,low
user_03052,2024-02-26,consumer,UK,low
user_03053,2024-02-24,consumer,US,low
user_03054,2024-01-16,consumer,AU,low
user_03055,2024-01-12,enterprise,US,medium
user_03056,2024-01-17,small_business,US,low
user_03057,2024-01-16,small_business,US,low
user_03058,2024-01-12,small_business,UK,low
user_03059,2024-01-08,consumer,US,low
user_03060,2024-01-20,consumer,US,high
user_03061,2024-01-03,small_business,CA,low
user_03062,2024-01-16,enterprise,US,low
user_03063,2024-01-30,consumer,UK,low
user_03064,2024-02-14,small_business,US,low
user_03065,2024-01-23,consumer,AU,low
user_03066,2024-01-28,consumer,US,low
user_03067,2024-02-20,consumer,US,low
user_03068,2024-02-09,consumer,US,low
user_03069,2024-02-23,consumer,CA,high
user_03070,2024-01-05,consumer,CA,low
user_03071,2024-01-20,consumer,US,low
user_03072,2024-02-09,consumer,UK,medium
user_03073,2024-02-25,consumer,US,medium
user_03074,2024-02-13,enterprise,AU,low
user_03075,2024-01-01,consumer,CA,high
user_03076,2024-02-26,consumer,AU,medium
user_03077,2024-01-30,consumer,CA,low
user_03078,2024-01-21,consumer,CA,low
user_03079,2024-01-20,small_business,US,low
user_03080,2024-01-06,consumer,CA,low
user_03081,2024-01-22,small_business,UK,low
user_03082,2024-01-18,consumer,AU,low
user_03083,2024-01-08,consumer,US,medium
user_03084,2024-02-08,consumer,US,low
user_03085,2024-02-01,consumer,US,low
user_03086,2024-02-02,consumer,UK,low
user_03087,2024-02-22,consumer,US,medium
user_03088,2024-01-16,consumer,US,medium
user_03089,2024-01-12,consumer,US,low
user_03090,2024-02-07,enterprise,US,low
user_03091,2024-02-21,consumer,US,low
user_03092,2024-02-03,consumer,US,medium
user_03093,2024-01-14,consumer,CA,low
user_03094,2024-02-05,consumer,UK,low
user_03095,2024-02-02,consumer,US,low
user_03096,2024-01-23,small_business,UK,medium
user_03097,2024-02-19,enterprise,UK,low
user_03098,2024-02-14,consumer,US,high
user_03099,2024-01-02,consumer,US,low
user_03100,2024-02-10,consumer,UK,low
user_03101,2024-01-21,consumer,US,low
user_03102,2024-01-02,consumer,UK,medium
user_03103,2024-01-27,consumer,US,medium
user_03104,2024-02-26,consumer,US,medium
user_03105,2024-01-09,consumer,AU,medium
user_03106,2024-01-01,consumer,US,medium
user_03107,2024-01-11,consumer,UK,high
user_03108,2024-01-03,consumer,US,low
user_03109,2024-02-21,consumer,US,medium
user_03110,2024-01-23,small_business,US,high
user_03111,2024-01-26,consumer,US,low
user_03112,2024-01-04,small_business,US,medium
user_03113,2024-01-18,consumer,US,low
user_03114,2024-02-24,consumer,US,low
user_03115,2024-01-06,consumer,UK,low
user_03116,2024-02-04,consumer,US,low
user_03117,2024-01-22,small_business,CA,low
user_03118,2024-02-12,consumer,US,medium
user_03119,2024-01-15,consumer,US,low
user_03120,2024-01-22,consumer,UK,low
user_03121,2024-02-29,enterprise,US,medium
user_03122,2024-02-06,consumer,US,low
user_03123,2024-02-21,enterprise,US,low
user_03124,2024-02-11,small_business,CA,low
