ticket_id,user_id,timestamp,issue_type,resolution_time
tkt_00433,user_01723,2024-05-22 19:00:00,payment_failed,54
tkt_00434,user_01723,2024-03-05 00:00:00,payment_failed,9
tkt_00435,user_01733,2024-03-05 18:00:00,payment_failed,24
tkt_00436,user_01737,2024-05-08 00:00:00,payment_failed,38
tkt_00437,user_01739,2024-02-25 17:00:00,charged_twice,52
tkt_00438,user_01745,2024-04-30 10:00:00,charged_twice,42
tkt_00439,user_01747,2024-02-15 17:00:00,fraud,16
tkt_00440,user_01749,2024-02-16 05:00:00,fraud,31
tkt_00441,user_01754,2024-03-28 16:00:00,payment_failed,30
tkt_00442,user_01773,2024-02-04 10:00:00,charged_twice,20
tkt_00443,user_01773,2024-04-25 12:00:00,other,47
tkt_00444,user_01774,2024-05-25 03:00:00,charged_twice,69
tkt_00445,user_01774,2024-05-14 09:00:00,payment_failed,29
tkt_00446,user_01774,2024-05-23 05:00:00,charged_twice,38
tkt_00447,user_01778,2024-05-01 22:00:00,payment_failed,41
tkt_00448,user_01786,2024-03-25 09:00:00,other,27
tkt_00449,user_01790,2024-03-04 13:00:00,fraud,62
tkt_00450,user_01790,2024-04-09 09:00:00,fraud,27
tkt_00451,user_01792,2024-04-25 10:00:00,payment_failed,13
tkt_00452,user_01798,2024-06-04 05:00:00,fraud,24
tkt_00453,user_01804,2024-05-21 16:00:00,payment_failed,20
tkt_00454,user_01808,2024-04-09 07:00:00,payment_failed,56
tkt_00455,user_01813,2024-03-15 03:00:00,payment_failed,29
tkt_00456,user_01820,2024-05-03 15:00:00,fraud,12
tkt_00457,user_01823,2024-04-27 04:00:00,payment_failed,51
tkt_00458,user_01825,2024-03-10 02:00:00,payment_failed,59
tkt_00459,user_01828,2024-03-16 14:00:00,fraud,38
tkt_00460,user_01828,2024-01-31 17:00:00,fraud,2
tkt_00461,user_01838,2024-06-12 18:00:00,payment_failed,8
tkt_00462,user_01838,2024-04-26 14:00:00,other,38
tkt_00463,user_01842,2024-06-13 07:00:00,payment_failed,2
tkt_00464,user_01844,2024-02-20 01:00:00,payment_failed,60
tkt_00465,user_01850,2024-05-10 05:00:00,payment_failed,50
tkt_00466,user_01851,2024-03-24 04:00:00,payment_failed,54
tkt_00467,user_01858,2024-06-06 10:00:00,payment_failed,8
tkt_00468,user_01862,2024-03-14 07:00:00,charged_twice,29
tkt_00469,user_01862,2024-04-11 01:00:00,fraud,1
tkt_00470,user_01879,2024-04-13 09:00:00,payment_failed,69
tkt_00471,user_01880,2024-03-22 16:00:00,payment_failed,59
tkt_00472,user_01884,2024-03-28 05:00:00,charged_twice,6
tkt_00473,user_01896,2024-04-29 15:00:00,other,1
tkt_00474,user_01896,2024-05-02 16:00:00,payment_failed,13
tkt_00475,user_01899,2024-03-12 16:00:00,fraud,46
tkt_00476,user_01904,2024-06-15 10:00:00,payment_failed,41
tkt_00477,user_01906,2024-02-05 11:00:00,fraud,14
tkt_00478,user_01911,2024-03-14 10:00:00,payment_failed,12
tkt_00479,user_01914,2024-03-04 05:00:00,fraud,55
tkt_00480,user_01915,2024-04-05 21:00:00,payment_failed,55
tkt_00481,user_01918,2024-04-29 05:00:00,payment_failed,27
tkt_00482,user_01918,2024-03-16 09:00:00,charged_twice,38
tkt_00483,user_01922,2024-03-17 03:00:00,other,54
tkt_00484,user_01924,2024-04-23 04:00:00,charged_twice,71
tkt_00485,user_01925,2024-03-16 13:00:00,fraud,20
tkt_00486,user_01929,2024-04-04 06:00:00,fraud,28
tkt_00487,user_01943,2024-02-28 01:00:00,fraud,28
tkt_00488,user_01943,2024-02-09 20:00:00,charged_twice,70
tkt_00489,user_01944,2024-04-21 21:00:00,payment_failed,62
tkt_00490,user_01948,2024-04-19 02:00:00,charged_twice,41
tkt_00491,user_01948,2024-02-20 09:00:00,payment_failed,64
tkt_00492,user_01950,2024-03-11 16:00:00,other,15
tkt_00493,user_01951,2024-02-06 03:00:00,charged_twice,45
tkt_00494,user_01953,2024-05-26 02:00:00,payment_failed,50
tkt_00495,user_01954,2024-04-14 06:00:00,charged_twice,22
tkt_00496,user_01959,2024-04-11 09:00:00,charged_twice,9
tkt_00497,user_01959,2024-02-01 11:00:00,payment_failed,47
tkt_00498,user_01965,2024-02-24 04:00:00,payment_failed,15
tkt_00499,user_01969,2024-05-19 11:00:00,fraud,62
tkt_00500,user_01969,2024-05-17 04:00:00,charged_twice,28
tkt_00501,user_01970,2024-04-22 22:00:00,payment_failed,60
tkt_00502,user_01981,2024-05-07 15:00:00,payment_failed,46
tkt_00503,user_01982,2024-04-20 06:00:00,charged_twice,20
tkt_00504,user_01983,2024-03-02 16:00:00,charged_twice,23
tkt_00505,user_01996,2024-04-11 03:00:00,charged_twice,29
tkt_00506,user_01998,2024-02-11 22:00:00,payment_failed,11
tkt_00507,user_02004,2024-05-21 23:00:00,charged_twice,64
tkt_00508,user_02005,2024-03-22 14:00:00,other,61
tkt_00509,user_02005,2024-05-16 12:00:00,payment_failed,44
tkt_00510,user_02006,2024-05-01 15:00:00,payment_failed,6
tkt_00511,user_02008,2024-02-03 13:00:00,payment_failed,18
tkt_00512,user_02010,2024-05-16 04:00:00,payment_failed,11
tkt_00513,user_02012,2024-05-14 09:00:00,charged_twice,65
tkt_00514,user_02013,2024-06-08 12:00:00,charged_twice,8
tkt_00515,user_02014,2024-06-17 13:00:00,other,28
tkt_00516,user_02015,2024-01-15 12:00:00,payment_failed,35
tkt_00517,user_02030,2024-05-15 09:00:00,payment_failed,34
tkt_00518,user_02030,2024-03-13 18:00:00,fraud,45
tkt_00519,user_02054,2024-03-04 10:00:00,charged_twice,32
tkt_00520,user_02055,2024-04-15 05:00:00,payment_failed,5
tkt_00521,user_02060,2024-02-08 19:00:00,payment_failed,14
tkt_00522,user_02063,2024-02-01 07:00:00,other,48
tkt_00523,user_02067,2024-05-29 15:00:00,payment_failed,47
tkt_00524,user_02071,2024-04-18 05:00:00,payment_failed,57
tkt_00525,user_02072,2024-02-03 01:00:00,charged_twice,71
tkt_00526,user_02079,2024-02-15 05:00:00,charged_twice,70
tkt_00527,user_02079,2024-04-15 05:00:00,payment_failed,70
tkt_00528,user_02095,2024-01-23 15:00:00,charged_twice,18
tkt_00529,user_02097,2024-05-18 16:00:00,other,34
tkt_00530,user_02098,2024-03-27 02:00:00,charged_twice,15
tkt_00531,user_02098,2024-02-14 22:00:00,charged_twice,34
tkt_00532,user_02100,2024-06-15 07:00:00,fraud,71
tkt_00533,user_02100,2024-06-10 22:00:00,charged_twice,26
tkt_00534,user_02103,2024-02-14 18:00:00,fraud,43
tkt_00535,user_02122,2024-03-08 10:00:00,payment_failed,32
tkt_00536,user_02126,2024-03-04 21:00:00,charged_twice,6
tkt_00537,user_02128,2024-05-02 14:00:00,payment_failed,45
tkt_00538,user_02138,2024-03-25 13:00:00,charged_twice,4
tkt_00539,user_02141,2024-05-27 09:00:00,payment_failed,9
tkt_00540,user_02147,2024-05-05 14:00:00,payment_failed,26
tkt_00541,user_02149,2024-06-02 12:00:00,payment_failed,67
tkt_00542,user_02164,2024-05-22 08:00:00,payment_failed,28
tkt_00543,user_02179,2024-03-01 21:00:00,charged_twice,31
tkt_00544,user_02180,2024-04-14 20:00:00,payment_failed,23
tkt_00545,user_02188,2024-03-24 04:00:00,other,55
tkt_00546,user_02188,2024-05-28 19:00:00,fraud,49
tkt_00547,user_02190,2024-04-19 20:00:00,payment_failed,46
tkt_00548,user_02194,2024-04-04 18:00:00,payment_failed,58
tkt_00549,user_02194,2024-02-12 03:00:00,charged_twice,16
tkt_00550,user_02197,2024-04-24 18:00:00,charged_twice,24
tkt_00551,user_02205,2024-04-07 22:00:00,fraud,47
tkt_00552,user_02212,2024-03-20 03:00:00,payment_failed,70
tkt_00553,user_02215,2024-05-27 11:00:00,fraud,30
tkt_00554,user_02216,2024-01-19 21:00:00,payment_failed,40
tkt_00555,user_02221,2024-04-10 10:00:00,payment_failed,40
tkt_00556,user_02234,2024-05-02 22:00:00,payment_failed,13
tkt_00557,user_02234,2024-05-08 16:00:00,charged_twice,49
tkt_00558,user_02236,2024-04-10 19:00:00,charged_twice,37
tkt_00559,user_02246,2024-03-25 22:00:00,charged_twice,43
tkt_00560,user_02246,2024-03-31 23:00:00,payment_failed,49
tkt_00561,user_02248,2024-05-30 19:00:00,fraud,13
tkt_00562,user_02248,2024-02-21 13:00:00,other,45
tkt_00563,user_02248,2024-06-14 05:00:00,fraud,8
tkt_00564,user_02251,2024-02-16 01:00:00,payment_failed,24
tkt_00565,user_02251,2024-01-28 14:00:00,charged_twice,16
tkt_00566,user_02251,2024-02-15 12:00:00,other,66
tkt_00567,user_02253,2024-05-21 03:00:00,payment_failed,62
tkt_00568,user_02260,2024-04-10 16:00:00,payment_failed,2
tkt_00569,user_02261,2024-05-28 05:00:00,payment_failed,52
tkt_00570,user_02265,2024-05-05 02:00:00,charged_twice,16
tkt_00571,user_02268,2024-03-27 10:00:00,charged_twice,61
tkt_00572,user_02273,2024-03-08 11:00:00,other,35
tkt_00573,user_02288,2024-04-03 08:00:00,payment_failed,13
tkt_00574,user_02290,2024-01-28 06:00:00,charged_twice,22
tkt_00575,user_02290,2024-05-04 18:00:00,charged_twice,28
tkt_00576,user_02294,2024-06-19 09:00:00,fraud,60
tkt_00577,user_02299,2024-04-20 15:00:00,payment_failed,17
tkt_00578,user_02301,2024-04-05 15:00:00,payment_failed,6
tkt_00579,user_02301,2024-03-11 04:00:00,payment_failed,59
tkt_00580,user_02304,2024-03-10 09:00:00,charged_twice,61
tkt_00581,user_02314,2024-04-11 03:00:00,payment_failed,12
tkt_00582,user_02319,2024-05-02 23:00:00,charged_twice,23
tkt_00583,user_02321,2024-03-27 17:00:00,charged_twice,13
tkt_00584,user_02336,2024-01-30 02:00:00,charged_twice,16
tkt_00585,user_02337,2024-03-29 13:00:00,payment_failed,16
tkt_00586,user_02346,2024-02-24 16:00:00,payment_failed,29
tkt_00587,user_02346,2024-04-09 16:00:00,fraud,12
tkt_00588,user_02350,2024-06-20 04:00:00,payment_failed,13
tkt_00589,user_02360,2024-02-11 15:00:00,payment_failed,44
tkt_00590,user_02364,2024-05-14 15:00:00,charged_twice,52
tkt_00591,user_02370,2024-05-03 14:00:00,payment_failed,47
tkt_00592,user_02373,2024-06-04 01:00:00,charged_twice,7
tkt_00593,user_02379,2024-02-28 18:00:00,fraud,43
tkt_00594,user_02384,2024-05-17 02:00:00,charged_twice,8
tkt_00595,user_02391,2024-03-29 17:00:00,payment_failed,37
tkt_00596,user_02396,2024-04-04 17:00:00,payment_failed,18
tkt_00597,user_02405,2024-05-14 15:00:00,charged_twice,5
tkt_00598,user_02410,2024-02-23 18:00:00,payment_failed,49
tkt_00599,user_02426,2024-01-20 08:00:00,fraud,6
tkt_00600,user_02428,2024-05-24 09:00:00,charged_twice,16
tkt_00601,user_02432,2024-05-03 05:00:00,payment_failed,32
tkt_00602,user_02432,2024-02-28 14:00:00,charged_twice,63
tkt_00603,user_02437,2024-06-01 15:00:00,other,38
tkt_00604,user_02446,2024-03-21 17:00:00,fraud,19
tkt_00605,user_02446,2024-04-15 13:00:00,charged_twice,22
tkt_00606,user_02456,2024-05-06 07:00:00,payment_failed,40
tkt_00607,user_02457,2024-05-01 21:00:00,payment_failed,9
tkt_00608,user_02458,2024-05-19 05:00:00,charged_twice,29
tkt_00609,user_02458,2024-05-26 12:00:00,other,22
tkt_00610,user_02460,2024-03-30 04:00:00,fraud,20
tkt_00611,user_02472,2024-04-05 02:00:00,payment_failed,3
tkt_00612,user_02477,2024-02-27 07:00:00,fraud,61
tkt_00613,user_02479,2024-05-11 07:00:00,payment_failed,53
tkt_00614,user_02481,2024-04-11 14:00:00,charged_twice,58
tkt_00615,user_02483,2024-06-06 04:00:00,payment_failed,35
tkt_00616,user_02483,2024-02-18 11:00:00,payment_failed,21
tkt_00617,user_02487,2024-02-02 22:00:00,other,13
tkt_00618,user_02491,2024-04-26 09:00:00,charged_twice,66
tkt_00619,user_02498,2024-04-12 14:00:00,payment_failed,12
tkt_00620,user_02509,2024-03-08 12:00:00,payment_failed,15
tkt_00621,user_02509,2024-03-25 04:00:00,other,11
tkt_00622,user_02511,2024-01-21 16:00:00,payment_failed,32
tkt_00623,user_02514,2024-03-29 16:00:00,payment_failed,7
tkt_00624,user_02514,2024-05-12 17:00:00,payment_failed,10
tkt_00625,user_02517,2024-05-07 21:00:00,other,66
tkt_00626,user_02518,2024-05-19 13:00:00,charged_twice,9
tkt_00627,user_02518,2024-03-18 02:00:00,charged_twice,70
tkt_00628,user_02522,2024-04-23 14:00:00,fraud,15
tkt_00629,user_02529,2024-01-11 10:00:00,payment_failed,19
tkt_00630,user_02539,2024-03-13 23:00:00,charged_twice,71
tkt_00631,user_02547,2024-05-21 21:00:00,other,19
tkt_00632,user_02560,2024-03-29 15:00:00,charged_twice,59
tkt_00633,user_02562,2024-02-16 06:00:00,payment_failed,64
tkt_00634,user_02564,2024-02-20 03:00:00,payment_failed,71
tkt_00635,user_02566,2024-03-06 12:00:00,other,71
tkt_00636,user_02566,2024-03-15 09:00:00,payment_failed,45
tkt_00637,user_02567,2024-03-28 02:00:00,charged_twice,18
tkt_00638,user_02579,2024-03-12 20:00:00,payment_failed,35
tkt_00639,user_02580,2024-04-10 12:00:00,payment_failed,34
tkt_00640,user_02586,2024-03-21 02:00:00,payment_failed,42
tkt_00641,user_02592,2024-04-26 12:00:00,fraud,38
tkt_00642,user_02593,2024-02-27 05:00:00,payment_failed,19
tkt_00643,user_02595,2024-04-17 01:00:00,payment_failed,37
tkt_00644,user_02600,2024-05-03 07:00:00,payment_failed,59
tkt_00645,user_02602,2024-05-15 22:00:00,payment_failed,17
tkt_00646,user_02610,2024-02-20 17:00:00,fraud,53
tkt_00647,user_02620,2024-03-05 15:00:00,charged_twice,1
tkt_00648,user_02621,2024-03-18 13:00:00,fraud,6
tkt_00649,user_02622,2024-03-31 12:00:00,charged_twice,13
tkt_00650,user_02623,2024-02-08 19:00:00,payment_failed,62
tkt_00651,user_02624,2024-05-22 22:00:00,fraud,12
tkt_00652,user_02632,2024-04-07 18:00:00,charged_twice,25
tkt_00653,user_02638,2024-02-24 11:00:00,charged_twice,53
tkt_00654,user_02640,2024-02-16 11:00:00,charged_twice,33
tkt_00655,user_02644,2024-04-10 02:00:00,payment_failed,39
tkt_00656,user_02645,2024-02-18 01:00:00,other,4
tkt_00657,user_02646,2024-03-01 21:00:00,other,2
tkt_00658,user_02661,2024-06-01 12:00:00,charged_twice,18
tkt_00659,user_02668,2024-03-11 15:00:00,payment_failed,64
tkt_00660,user_02673,2024-02-20 07:00:00,payment_failed,21
tkt_00661,user_02677,2024-04-28 07:00:00,payment_failed,33
tkt_00662,user_02684,2024-04-02 14:00:00,payment_failed,8
tkt_00663,user_02694,2024-02-03 01:00:00,payment_failed,66
tkt_00664,user_02694,2024-04-30 18:00:00,payment_failed,27
tkt_00665,user_02700,2024-02-20 18:00:00,charged_twice,18
tkt_00666,user_02702,2024-04-08 00:00:00,payment_failed,25
tkt_00667,user_02708,2024-04-18 19:00:00,charged_twice,10
tkt_00668,user_02712,2024-05-10 07:00:00,charged_twice,61
tkt_00669,user_02717,2024-05-10 00:00:00,payment_failed,63
tkt_00670,user_02718,2024-03-08 14:00:00,charged_twice,16
tkt_00671,user_02719,2024-04-04 03:00:00,fraud,69
tkt_00672,user_02724,2024-04-20 04:00:00,payment_failed,56
tkt_00673,user_02726,2024-04-25 11:00:00,charged_twice,31
tkt_00674,user_02735,2024-04-27 19:00:00,payment_failed,56
tkt_00675,user_02736,2024-04-13 16:00:00,charged_twice,6
tkt_00676,user_02739,2024-04-20 14:00:00,other,21
tkt_00677,user_02751,2024-03-18 02:00:00,fraud,46
tkt_00678,user_02771,2024-03-09 03:00:00,payment_failed,46
tkt_00679,user_02775,2024-05-25 11:00:00,charged_twice,33
tkt_00680,user_02777,2024-03-08 01:00:00,payment_failed,37
tkt_00681,user_02777,2024-04-08 21:00:00,payment_failed,18
tkt_00682,user_02778,2024-01-30 10:00:00,fraud,49
tkt_00683,user_02778,2024-02-22 04:00:00,other,49
tkt_00684,user_02779,2024-05-09 22:00:00,payment_failed,62
tkt_00685,user_02783,2024-02-20 18:00:00,other,52
tkt_00686,user_02784,2024-02-27 12:00:00,payment_failed,30
tkt_00687,user_02799,2024-02-09 05:00:00,payment_failed,29
tkt_00688,user_02809,2024-03-14 18:00:00,charged_twice,63
tkt_00689,user_02810,2024-04-15 09:00:00,charged_twice,64
tkt_00690,user_02812,2024-02-25 19:00:00,fraud,46
tkt_00691,user_02816,2024-03-17 08:00:00,payment_failed,53
tkt_00692,user_02826,2024-04-29 01:00:00,payment_failed,37
tkt_00693,user_02830,2024-04-06 20:00:00,payment_failed,8
tkt_00694,user_02831,2024-03-08 13:00:00,charged_twice,15
tkt_00695,user_02840,2024-02-05 09:00:00,charged_twice,21
tkt_00696,user_02845,2024-03-02 12:00:00,payment_failed,25
tkt_00697,user_02847,2024-03-21 08:00:00,fraud,61
tkt_00698,user_02854,2024-05-04 02:00:00,charged_twice,20
tkt_00699,user_02872,2024-03-20 18:00:00,charged_twice,15
tkt_00700,user_02873,2024-03-08 09:00:00,charged_twice,61
tkt_00701,user_02883,2024-04-10 23:00:00,payment_failed,37
tkt_00702,user_02893,2024-01-20 01:00:00,other,70
tkt_00703,user_02902,2024-04-22 16:00:00,fraud,33
tkt_00704,user_02903,2024-06-15 14:00:00,fraud,29
tkt_00705,user_02905,2024-06-09 18:00:00,charged_twice,39
tkt_00706,user_02911,2024-01-31 06:00:00,payment_failed,13
tkt_00707,user_02914,2024-02-09 18:00:00,charged_twice,68
tkt_00708,user_02926,2024-05-17 08:00:00,payment_failed,22
tkt_00709,user_02932,2024-02-05 15:00:00,payment_failed,57
tkt_00710,user_02943,2024-04-17 06:00:00,charged_twice,50
tkt_00711,user_02948,2024-05-10 02:00:00,payment_failed,4
tkt_00712,user_02950,2024-02-12 18:00:00,payment_failed,64
tkt_00713,user_02967,2024-04-28 09:00:00,payment_failed,55
tkt_00714,user_02971,2024-02-13 10:00:00,payment_failed,19
tkt_00715,user_02972,2024-02-16 12:00:00,other,53
tkt_00716,user_02973,2024-03-24 12:00:00,charged_twice,17
tkt_00717,user_02975,2024-02-13 20:00:00,fraud,53
tkt_00718,user_02988,2024-06-04 20:00:00,charged_twice,40
tkt_00719,user_02988,2024-03-03 23:00:00,charged_twice,9
tkt_00720,user_02996,2024-03-25 21:00:00,payment_failed,15
tkt_00721,user_02997,2024-03-30 18:00:00,charged_twice,33
tkt_00722,user_03004,2024-03-13 19:00:00,payment_failed,49
tkt_00723,user_03007,2024-05-02 09:00:00,payment_failed,30
tkt_00724,user_03010,2024-01-28 11:00:00,payment_failed,21
tkt_00725,user_03013,2024-05-06 18:00:00,fraud,36
tkt_00726,user_03014,2024-05-18 21:00:00,charged_twice,32
tkt_00727,user_03014,2024-02-28 06:00:00,payment_failed,4
tkt_00728,user_03014,2024-03-19 05:00:00,fraud,27
tkt_00729,user_03033,2024-05-16 09:00:00,charged_twice,69
tkt_00730,user_03042,2024-04-07 06:00:00,other,18
tkt_00731,user_03043,2024-04-09 06:00:00,fraud,23
tkt_00732,user_03043,2024-01-15 22:00:00,fraud,21
tkt_00733,user_03051,2024-02-23 09:00:00,charged_twice,38
tkt_00734,user_03058,2024-01-19 18:00:00,charged_twice,31
tkt_00735,user_03065,2024-05-08 06:00:00,charged_twice,45
tkt_00736,user_03077,2024-03-04 01:00:00,fraud,8
tkt_00737,user_03079,2024-02-29 11:00:00,payment_failed,21
tkt_00738,user_03083,2024-03-19 20:00:00,payment_failed,19
tkt_00739,user_03088,2024-02-01 14:00:00,fraud,24
tkt_00740,user_03088,2024-03-04 15:00:00,payment_failed,26
tkt_00741,user_03089,2024-03-07 22:00:00,payment_failed,71
tkt_00742,user_03098,2024-03-28 19:00:00,fraud,4
tkt_00743,user_03107,2024-02-14 13:00:00,payment_failed,19
tkt_00744,user_03110,2024-02-05 16:00:00,payment_failed,57
tkt_00745,user_03110,2024-04-16 04:00:00,fraud,33
tkt_00746,user_03113,2024-01-31 03:00:00,payment_failed,70
tkt_00747,user_03127,2024-06-16 19:00:00,charged_twice,61
tkt_00748,user_03129,2024-05-21 09:00:00,charged_twice,52
tkt_00749,user_03130,2024-01-30 14:00:00,charged_twice,41
tkt_00750,user_03131,2024-05-03 05:00:00,fraud,16
tkt_00751,user_03134,2024-04-24 20:00:00,charged_twice,47
tkt_00752,user_03134,2024-02-07 20:00:00,other,69
tkt_00753,user_03135,2024-02-22 12:00:00,other,30
tkt_00754,user_03135,2024-04-17 05:00:00,charged_twice,12
tkt_00755,user_03138,2024-01-09 09:00:00,charged_twice,25
tkt_00756,user_03144,2024-04-02 16:00:00,charged_twice,53
tkt_00757,user_03147,2024-03-23 12:00:00,payment_failed,41
tkt_00758,user_03152,2024-04-13 03:00:00,payment_failed,18
tkt_00759,user_03153,2024-02-26 23:00:00,charged_twice,71
tkt_00760,user_03156,2024-02-17 22:00:00,charged_twice,50
tkt_00761,user_03158,2024-01-20 07:00:00,charged_twice,38
tkt_00762,user_03174,2024-03-22 08:00:00,payment_failed,70
tkt_00763,user_03176,2024-05-04 05:00:00,charged_twice,19
tkt_00764,user_03177,2024-06-04 02:00:00,charged_twice,57
tkt_00765,user_03178,2024-05-29 08:00:00,payment_failed,6
tkt_00766,user_03188,2024-04-09 23:00:00,other,4
tkt_00767,user_03195,2024-04-17 21:00:00,payment_failed,41
tkt_00768,user_03202,2024-06-04 23:00:00,payment_failed,8
tkt_00769,user_03203,2024-04-07 14:00:00,fraud,52
tkt_00770,user_03211,2024-03-12 17:00:00,fraud,19
tkt_00771,user_03212,2024-01-26 22:00:00,charged_twice,53
tkt_00772,user_03219,2024-04-24 06:00:00,payment_failed,54
tkt_00773,user_03221,2024-01-25 07:00:00,charged_twice,1
tkt_00774,user_03230,2024-03-08 15:00:00,charged_twice,44
tkt_00775,user_03235,2024-01-21 09:00:00,payment_failed,49
tkt_00776,user_03239,2024-03-10 12:00:00,payment_failed,63
tkt_00777,user_03240,2024-03-30 06:00:00,charged_twice,67
tkt_00778,user_03247,2024-06-10 07:00:00,fraud,51
tkt_00779,user_03251,2024-04-22 15:00:00,charged_twice,29
tkt_00780,user_03253,2024-02-06 07:00:00,fraud,9
tkt_00781,user_03253,2024-05-19 05:00:00,fraud,12
tkt_00782,user_03262,2024-04-12 06:00:00,charged_twice,12
tkt_00783,user_03262,2024-04-03 19:00:00,charged_twice,68
tkt_00784,user_03276,2024-02-15 13:00:00,other,4
tkt_00785,user_03278,2024-02-17 17:00:00,charged_twice,6
tkt_00786,user_03285,2024-03-27 20:00:00,charged_twice,1
tkt_00787,user_03288,2024-03-29 08:00:00,payment_failed,42
tkt_00788,user_03289,2024-04-16 12:00:00,charged_twice,53
tkt_00789,user_03305,2024-01-27 15:00:00,payment_failed,14
tkt_00790,user_03311,2024-03-19 14:00:00,payment_failed,50
tkt_00791,user_03315,2024-04-15 10:00:00,payment_failed,8
tkt_00792,user_03316,2024-02-15 02:00:00,charged_twice,16
tkt_00793,user_03317,2024-05-16 17:00:00,charged_twice,15
tkt_00794,user_03321,2024-01-18 17:00:00,fraud,2
tkt_00795,user_03335,2024-03-28 09:00:00,payment_failed,6
tkt_00796,user_03337,2024-05-07 17:00:00,charged_twice,28
tkt_00797,user_03337,2024-06-20 18:00:00,payment_failed,37
tkt_00798,user_03339,2024-04-15 15:00:00,charged_twice,5
tkt_00799,user_03343,2024-02-25 15:00:00,fraud,20
tkt_00800,user_03351,2024-01-09 17:00:00,charged_twice,18
tkt_00801,user_03360,2024-06-24 02:00:00,payment_failed,52
tkt_00802,user_03360,2024-06-16 20:00:00,charged_twice,28
tkt_00803,user_03362,2024-04-17 21:00:00,charged_twice,1
tkt_00804,user_03366,2024-04-20 11:00:00,payment_failed,50
tkt_00805,user_03369,2024-02-22 02:00:00,payment_failed,1
tkt_00806,user_03373,2024-05-27 04:00:00,payment_failed,20
tkt_00807,user_03375,2024-02-20 23:00:00,fraud,69
tkt_00808,user_03392,2024-05-01 07:00:00,charged_twice,66
tkt_00809,user_03393,2024-03-31 05:00:00,charged_twice,6
tkt_00810,user_03393,2024-04-28 20:00:00,other,3
tkt_00811,user_03397,2024-04-05 17:00:00,fraud,55
tkt_00812,user_03397,2024-05-13 15:00:00,fraud,58
tkt_00813,user_03405,2024-03-08 04:00:00,payment_failed,34
tkt_00814,user_03409,2024-01-20 03:00:00,fraud,29
tkt_00815,user_03410,2024-05-11 06:00:00,payment_failed,69
tkt_00816,user_03417,2024-05-30 12:00:00,payment_failed,44
tkt_00817,user_03430,2024-04-26 21:00:00,charged_twice,22
tkt_00818,user_03438,2024-03-04 09:00:00,payment_failed,56
tkt_00819,user_03440,2024-04-16 20:00:00,payment_failed,30
tkt_00820,user_03441,2024-04-24 20:00:00,fraud,20
tkt_00821,user_03444,2024-02-06 10:00:00,payment_failed,22
tkt_00822,user_03456,2024-02-07 04:00:00,charged_twice,64
tkt_00823,user_03460,2024-02-22 14:00:00,charged_twice,23
tkt_00824,user_03465,2024-02-25 17:00:00,charged_twice,36
tkt_00825,user_03467,2024-02-08 20:00:00,fraud,16
tkt_00826,user_03471,2024-06-12 05:00:00,charged_twice,33
tkt_00827,user_03476,2024-04-04 06:00:00,charged_twice,14
tkt_00828,user_03476,2024-02-05 15:00:00,payment_failed,51
tkt_00829,user_03484,2024-04-25 17:00:00,charged_twice,13
tkt_00830,user_03500,2024-03-24 09:00:00,payment_failed,20
tkt_00831,user_03514,2024-04-09 04:00:00,payment_failed,4
tkt_00832,user_03519,2024-02-05 19:00:00,charged_twice,10
tkt_00833,user_03526,2024-03-17 12:00:00,fraud,60
tkt_00834,user_03532,2024-02-23 12:00:00,other,24
tkt_00835,user_03534,2024-05-27 03:00:00,charged_twice,53
tkt_00836,user_03538,2024-03-05 06:00:00,fraud,42
tkt_00837,user_03543,2024-05-09 00:00:00,fraud,55
tkt_00838,user_03546,2024-04-04 03:00:00,payment_failed,20
tkt_00839,user_03549,2024-03-22 04:00:00,payment_failed,48
tkt_00840,user_03550,2024-05-21 02:00:00,payment_failed,17
tkt_00841,user_03556,2024-03-13 12:00:00,payment_failed,62
tkt_00842,user_03556,2024-01-17 18:00:00,other,29
tkt_00843,user_03557,2024-03-25 21:00:00,charged_twice,7
tkt_00844,user_03561,2024-05-18 11:00:00,payment_failed,29
tkt_00845,user_03562,2024-06-04 14:00:00,charged_twice,43
tkt_00846,user_03562,2024-03-26 21:00:00,payment_failed,14
tkt_00847,user_03567,2024-01-30 20:00:00,charged_twice,4
tkt_00848,user_03569,2024-02-23 20:00:00,payment_failed,65
tkt_00849,user_03580,2024-01-24 02:00:00,fraud,32
tkt_00850,user_03591,2024-04-17 14:00:00,fraud,10
tkt_00851,user_03592,2024-03-18 12:00:00,payment_failed,70
tkt_00852,user_03593,2024-02-26 11:00:00,payment_failed,67
tkt_00853,user_03598,2024-03-29 15:00:00,fraud,10
tkt_00854,user_03605,2024-02-17 17:00:00,charged_twice,34
tkt_00855,user_03607,2024-02-26 08:00:00,charged_twice,1
tkt_00856,user_03611,2024-05-14 06:00:00,other,17
tkt_00857,user_03629,2024-04-21 14:00:00,payment_failed,43
tkt_00858,user_03641,2024-03-29 22:00:00,charged_twice,43
tkt_00859,user_03653,2024-01-22 02:00:00,charged_twice,44
tkt_00860,user_03653,2024-01-27 19:00:00,charged_twice,15
tkt_00861,user_03657,2024-05-01 02:00:00,payment_failed,4
tkt_00862,user_03661,2024-05-08 17:00:00,charged_twice,2
tkt_00863,user_03668,2024-04-27 15:00:00,other,36
tkt_00864,user_03677,2024-06-18 02:00:00,payment_failed,12
